0,1,2,3,4,5,6,7,8,9,10
2.2985475,0.035177447,2.1667736,2.432121,3.1896398,3.203153,1.0588721,4.1766343,1.7945355,2.7356186,3.0103436
0.47368535,-0.0,2.865991,2.6625226,1.3574194,1.1908761,1.5506784,4.3000927,3.1666324,3.2677493,2.6325166
1.518351,1.8390535,1.0642161,1.5464216,2.1791425,0.016429761,2.250967,2.307634,0.83460206,2.9480436,2.5554001
1.4201181,0.16368683,1.6695384,0.012983412,0.14032525,1.5308241,3.2488022,1.0533929,2.1954348,2.972864,5.0355263
1.2034274,1.1224637,4.6009254,2.993131,0.3073986,1.8860394,1.375883,2.8571963,-0.0,3.0099506,1.5258086
0.031559736,0.32714763,1.2850052,4.126901,0.9981546,3.4129732,1.7277646,0.27846307,0.21436524,3.4561653,3.2019672
1.7660347,-0.0,2.4030232,1.971163,2.664105,2.3438125,2.650341,1.9968882,0.29993254,2.0700896,3.5463727
2.3675392,1.7650845,3.1178038,1.7982594,0.0064157667,2.988413,2.1734116,4.129412,0.402145,3.226323,3.4439948
0.005010847,1.9320601,0.6757661,1.2595758,1.5846559,1.9223478,2.6168535,4.2539673,0.8613538,0.5953287,3.117473
1.2200338,1.0827866,4.5813875,2.9353974,0.31282946,1.8741589,1.379661,2.8417695,-0.0,2.994337,1.5546604
-0.0,1.9626259,0.6970495,1.2517805,1.57211,1.9666027,2.636526,4.2423434,0.86193526,0.59619635,3.1341276
4.004213,0.2858201,1.7746125,2.759352,0.7108019,3.2922034,2.3717647,2.89443,1.6736214,3.002613,1.2813778
0.01425045,0.39062867,1.2225754,4.1590676,1.0534925,3.4061093,1.6758229,0.25178742,0.2242178,3.4682593,3.1775138
0.4684014,-0.0,2.8796842,2.6674623,1.3557441,1.182302,1.5487617,4.3028092,3.1639633,3.2525432,2.6212246
0.010967001,0.4079989,1.2891041,4.16668,1.018322,3.4085255,1.6832736,0.25212365,0.23017713,3.4638252,3.1620212
0.9411103,0.34031063,0.8550738,2.7764046,0.93551,0.20196423,2.798694,3.5005686,2.2430205,4.5660586,0.8459145
0.01086675,0.38550198,1.2727426,4.1553755,1.036386,3.4101856,1.6763996,0.23517217,0.22336021,3.4583998,3.1800458
1.1485754,0.014377132,2.892516,2.440311,1.8347294,3.286957,3.8182218,4.6569786,0.45914337,2.2428076,0.19008091
1.9885134,-0.0,1.763846,4.9832554,0.7544251,1.3367935,2.5367608,1.9452296,0.947716,0.13835163,3.3250244
0.6467681,0.09926722,1.7402045,2.9126282,0.857886,0.9041784,2.239781,3.9396427,0.02663323,1.1193935,4.6078844
1.1910971,1.1553559,4.606108,2.9370103,0.3194978,1.8540598,1.3981773,2.8298783,-0.0,2.9771671,1.503814
0.0065227337,1.9413427,0.66901743,1.2434486,1.5783157,1.9692038,2.6132603,4.258583,0.88236415,0.59125924,3.1344097
2.3768594,1.7723751,3.1130419,1.8007499,0.0031616744,3.0003338,2.173208,4.1151137,0.41080126,3.2307973,3.4476898
1.4190239,0.14989622,1.6632109,-0.0,0.1286199,1.5360947,3.2568326,1.0545895,2.1700377,2.954597,5.0231075
1.7752781,-0.0,2.4259107,1.9576806,2.6602836,2.3486764,2.643445,2.0012953,0.3005494,2.0813901,3.5366676
0.629536,0.06532,1.749492,2.9551802,0.8396585,0.90224874,2.208049,3.925021,-0.0,1.10354,4.6781225
2.4078882,1.7912976,3.102121,1.7693981,-0.0,3.0173998,2.1739557,4.106489,0.37377942,3.195245,3.457159
0.9577209,0.3279177,0.84792286,2.7693892,0.9283708,0.21812534,2.7993445,3.4664,2.2743833,4.564768,0.8274802
2.3052464,0.034762584,2.172731,2.420583,3.180225,3.2057729,1.0641218,4.1810145,1.7812382,2.718661,2.9985821
1.3794917,0.14077564,1.7083553,-0.0,0.10799252,1.5070496,3.2756371,1.0240638,2.130651,3.0500112,4.9497232
1.9761893,2.3536122,0.11183907,3.2911396,1.3728604,2.9234834,2.41765,3.316719,1.026045,2.6263275,2.7105253
0.63965416,0.082241654,1.7455171,2.9497871,0.85438585,0.86037934,2.2300525,3.932602,0.03214652,1.1487306,4.633968
1.9921595,-0.0,1.7755083,4.976531,0.75087583,1.335993,2.52952,1.9605365,0.9535925,0.1325741,3.3158937
1.7718428,-0.0,2.4262817,1.9710283,2.6645734,2.3467793,2.6412535,2.001473,0.30182627,2.076382,3.5372915
1.0714906,0.047071245,2.9066703,2.4577327,1.8043052,3.3031576,3.8305557,4.63023,0.46829048,2.2668636,0.14693686
1.1468023,1.0676298,4.5800138,2.8795614,0.30764893,1.8949574,1.3664414,2.8688388,-0.0,3.019723,1.4977213
1.1209322,0.011518974,2.897264,2.4373555,1.8265324,3.2973316,3.7967339,4.600726,0.43612266,2.2248714,0.2268592
1.9793754,2.3621688,0.11090272,3.305035,1.3061526,2.9475868,2.4042518,3.2618222,1.0051813,2.6204176,2.7020688
2.3668962,1.7764827,3.136571,1.8301704,0.02418839,2.9813268,2.171085,4.1358733,0.4200286,3.2175539,3.4406955
0.46877083,-0.0,2.8379593,2.7028706,1.3725642,1.1933595,1.5556842,4.292078,3.1586664,3.2579947,2.6146998
0.8245617,1.8902693,3.6290877,1.9779469,1.5319349,1.5516047,3.0901587,2.1786656,4.2845926,1.3767638,1.7133303
1.9411863,-0.0,1.7332916,4.993208,0.73693526,1.3077916,2.5227578,1.9138697,0.9786528,0.15492037,3.3333476
0.009147428,1.955679,0.66935366,1.2437313,1.556578,1.9160609,2.63255,4.2470064,0.89127666,0.59843624,3.117496
-0.0,1.9375342,0.66798,1.2485754,1.5834056,1.9406277,2.6231294,4.2605095,0.86950916,0.60446006,3.1212356
1.1931201,1.0852039,4.5800796,2.9363391,0.30449113,1.8876151,1.377168,2.8521314,-0.0,2.9948695,1.5359874
1.1106966,0.029546514,2.9112964,2.456084,1.8202561,3.2780118,3.8075929,4.6171293,0.4869366,2.2477245,0.18267718
1.992513,2.3287594,0.12481181,3.283713,1.3624936,2.942846,2.4151785,3.3151703,1.0331402,2.6075027,2.7306206
0.9429547,0.33489925,0.851606,2.7711604,0.927223,0.20336333,2.8016822,3.5043871,2.243728,4.5660253,0.8431183
0.92021453,0.3464523,0.84983456,2.776758,0.9492816,0.18318681,2.8271914,3.5046265,2.230421,4.5402813,0.84960777
2.3065102,0.0349463,2.1622324,2.4435062,3.1894164,3.1962278,1.0572646,4.1802115,1.7948748,2.7349408,3.0175707
1.773571,-0.0,2.4203758,1.9683952,2.6645432,2.3535724,2.636524,1.9906493,0.31205034,2.0798285,3.5363395
0.46478578,-0.0,2.8370037,2.6439772,1.3887346,1.1729511,1.541001,4.2983336,3.1496086,3.2654777,2.6299417
1.9899983,2.3456995,0.109401025,3.2871835,1.3793142,2.9190025,2.409458,3.3112857,1.0296117,2.5922706,2.7146752
1.2141912,1.1058466,4.6060543,2.9394262,0.40013003,1.8996147,1.348717,2.786413,-0.0,3.036923,1.5266665
0.8204277,1.9067694,3.6350758,1.974829,1.5270402,1.5599716,3.0991006,2.1937995,4.284944,1.3779507,1.7027403
4.0056963,0.2745453,1.7547448,2.750932,0.72531915,3.2695038,2.3622158,2.8968778,1.6599113,2.9991689,1.2978513
4.0046067,0.2606595,1.7607569,2.7482238,0.7238786,3.280472,2.3544052,2.9143963,1.6844137,2.9979439,1.2919885
2.303548,0.034949042,2.166849,2.4384875,3.1857622,3.2012208,1.0584685,4.1749806,1.7923976,2.7349412,3.0094712
0.8151048,1.9234662,3.643284,1.9824293,1.5075493,1.5781438,3.1074338,2.1583688,4.294478,1.3893429,1.7130009
0.46728012,-0.0,2.8649526,2.6660008,1.3567231,1.1889167,1.5481616,4.295415,3.1566725,3.2554958,2.627896
0.000782188,1.944228,0.6784443,1.2468491,1.5775353,1.9468864,2.622884,4.267521,0.86018556,0.6021551,3.1285586
1.9804517,-0.0,1.7822732,5.0103474,0.7728071,1.3684536,2.544126,1.9752527,0.9088241,0.13648486,3.295152
1.119995,0.018658608,2.9066954,2.4431725,1.8182766,3.268682,3.8118854,4.618751,0.49116662,2.261705,0.1866669
1.980092,2.350895,0.115019955,3.2781315,1.3765486,2.9267778,2.4240592,3.3116856,1.0196396,2.6111841,2.7112868
1.5425677,1.8431051,1.0259472,1.5777531,2.190352,-0.0,2.256541,2.2627387,0.81209373,2.8700087,2.5992935
0.010665949,1.9439944,0.67413265,1.2504535,1.584741,1.9413285,2.6299894,4.2588873,0.8725218,0.5962704,3.1235485
1.7713804,-0.0,2.4266317,1.9606401,2.6607623,2.3415282,2.638664,1.9914821,0.31999025,2.081308,3.539503
1.1998988,1.099872,4.577945,2.9348872,0.3009506,1.8885927,1.3889428,2.8473787,-0.0,3.0024433,1.536775
1.0935632,0.038881145,2.892829,2.44936,1.8184911,3.261135,3.8101664,4.611026,0.46299717,2.2449727,0.17565809
0.6473801,0.0680266,1.752164,2.971259,0.8436937,0.91744745,2.2254279,3.9396627,-0.0,1.1032119,4.6415515
0.9317756,0.33855364,0.83715516,2.7746327,0.9444262,0.22683328,2.8057055,3.5513258,2.25633,4.558412,0.79990727
2.3732765,1.7706826,3.1154017,1.7982969,0.001147991,2.9983523,2.1735365,4.1139917,0.40575787,3.232289,3.4480793
0.46276543,-0.0,2.875508,2.6595638,1.3496076,1.2055374,1.5401492,4.3041906,3.1343875,3.2696776,2.626201
1.7777381,-0.0,2.4221861,1.9663141,2.6587727,2.3545864,2.645323,1.9926816,0.30197656,2.0783544,3.532672
1.560248,1.8570608,1.018413,1.5417298,2.1813881,-0.0,2.2730541,2.278559,0.8202541,2.9164987,2.5318205
0.011813298,0.3846,1.2750218,4.163467,1.0290818,3.4150095,1.6736283,0.23815374,0.21216762,3.4447613,3.1945462
0.6495896,0.06369054,1.74587,2.974999,0.8348025,0.9150981,2.2098253,3.9288986,-0.0,1.0940883,4.6511273
0.64159006,0.057579212,1.7409638,2.978231,0.850862,0.9115661,2.2124937,3.9248073,0.009840976,1.0918106,4.6348486
1.4631995,0.11993371,1.6765127,0.0023235679,0.18337461,1.531644,3.2259996,1.0496597,2.110563,2.9663098,5.025832
0.8254804,1.8591185,3.6866946,2.008264,1.5231405,1.5970371,3.0870135,2.1561248,4.228005,1.3285869,1.6866292
1.5729963,1.851955,1.024362,1.5432665,2.185664,-0.0,2.2567914,2.315807,0.82869434,2.9326813,2.53788
2.290179,0.034697443,2.1104388,2.4581206,3.2097294,3.187871,1.0351547,4.1338,1.7314869,2.73655,3.0274644
2.363812,1.7783462,3.140776,1.7802417,-0.0,3.0178185,2.169497,4.1074467,0.40449125,3.2247803,3.447821
1.9903355,-0.0,1.7574449,4.970437,0.7557387,1.3288049,2.5449293,1.9493043,0.9588414,0.14180593,3.3179607
1.9811643,2.3193743,0.09963964,3.2346902,1.338931,2.8911119,2.4268808,3.2855546,1.0016092,2.659794,2.6196363
1.7789792,-0.0,2.4148371,1.9593352,2.6607413,2.3464632,2.646242,1.9922794,0.30086592,2.0790339,3.5350864
1.5708486,1.8486313,1.032442,1.5516557,2.176426,-0.0,2.264577,2.3146868,0.81441677,2.9316003,2.5358932
1.9702687,2.3491704,0.11891354,3.2725754,1.3788381,2.9306905,2.4291835,3.3008478,1.038232,2.6199927,2.7100713
1.7611212,-0.0,2.4307234,1.9691046,2.6689136,2.3239408,2.642176,1.9927964,0.30174634,2.0493846,3.5069263
0.6571665,0.06934421,1.7671821,2.9679034,0.8399929,0.9172439,2.2247212,3.9289982,0.016385753,1.0997759,4.6506147
1.393362,0.13425285,1.666478,0.01018931,0.13201131,1.5154516,3.2446227,1.045565,2.1528704,2.9760847,5.0105257
1.5664556,1.8517908,1.0232234,1.548823,2.177784,-0.0,2.2635458,2.311692,0.82882154,2.9257681,2.5349448
1.564673,1.8480185,1.019373,1.5420686,2.171235,-0.0,2.2644508,2.3185005,0.8295194,2.9202933,2.5267246
2.375143,1.7705774,3.1158466,1.7997241,0.0030095633,2.9991066,2.174304,4.114878,0.4056339,3.2297919,3.4464762
1.0470105,0.027975734,2.9218962,2.4912362,1.8648324,3.2439654,3.8115451,4.547249,0.51653326,2.2304559,0.19117641
1.2055476,1.0993654,4.581446,2.941748,0.30370423,1.8900685,1.3876913,2.8547013,-0.0,3.0039768,1.5402488
0.008664772,0.40223232,1.2578954,4.1701837,1.0264587,3.40587,1.6737442,0.22818346,0.20015693,3.457615,3.1828735
2.3702142,1.7796557,3.1241791,1.7909322,-0.0,3.0005527,2.167498,4.109187,0.41941455,3.2455046,3.4473078
1.5449629,1.8340966,1.0532769,1.5246253,2.1741598,-0.0,2.259729,2.3182268,0.7962442,2.899647,2.5362096
2.3526196,1.7775298,3.1409166,1.8085781,0.0040847445,3.0093973,2.1808321,4.1117663,0.39523122,3.226862,3.4224987
0.70303684,0.13044076,1.7608572,3.0058477,0.85923404,0.98566973,2.2206855,3.956897,0.033601508,1.1337795,4.652093
0.019047055,0.39358866,1.2717319,4.1576276,1.033066,3.427425,1.6816866,0.25101465,0.22365561,3.4521527,3.1803377
1.4654913,0.19183245,1.6524885,-0.0,0.13677104,1.5382143,3.2597904,1.0352384,2.1674674,2.9795804,5.03533
0.82231975,1.8956579,3.6233652,1.9921595,1.5313411,1.5477301,3.083826,2.1866002,4.280569,1.381121,1.7217858
0.4943648,-0.0,2.8850484,2.7041056,1.3588322,1.3534125,1.5483698,4.265571,3.1769774,3.2121823,2.6227396
0.0009771511,0.3997443,1.2714624,4.176594,1.0161408,3.4079103,1.6715353,0.23781355,0.20456484,3.4574468,3.1969557
0.82504684,1.8922256,3.619121,1.9913434,1.5301085,1.556477,3.0898228,2.1874678,4.2889395,1.3782156,1.720861
1.9877963,2.359366,0.11401822,3.259363,1.3650565,2.9132376,2.4269538,3.3199384,1.0316825,2.6202695,2.7029893
0.82923347,1.9134997,3.6227798,1.9995074,1.5313158,1.5602614,3.097935,2.189657,4.2920165,1.3733096,1.7312231
1.997185,0.003942948,1.7766834,4.9769726,0.7453172,1.3369039,2.5389202,1.959358,0.9559954,0.16280197,3.3021383
2.386508,1.7635816,3.1081934,1.8053428,0.010795616,2.9939167,2.1740031,4.114442,0.40579525,3.2329395,3.4410267
1.1477915,0.06638985,2.91388,2.4574497,1.7404594,3.2998254,3.7676911,4.665674,0.4536251,2.2313433,0.19732264
1.9908986,0.0012818873,1.7687804,4.96068,0.76636267,1.329567,2.5409427,1.9294915,0.96707094,0.13570763,3.3307526
1.1160939,0.025850944,2.8970366,2.4292397,1.8240306,3.28365,3.8004355,4.5889854,0.46690902,2.2893813,0.1436165
2.0130472,2.3302534,0.13624157,3.28276,1.3933835,2.9231694,2.4255552,3.3267431,1.0679852,2.5708244,2.7079735
1.170265,1.0859506,4.5682564,2.8991215,0.29253027,1.8483322,1.3972563,2.821362,-0.0,3.0067768,1.5083141
1.4284086,0.16977851,1.6731093,0.03959693,0.12410974,1.5223978,3.2403734,1.067723,2.1260412,2.947848,4.9917073
2.3736975,1.770682,3.1173675,1.8052146,0.0026750322,2.9973063,2.177399,4.1255054,0.4063325,3.2300673,3.449795
4.0090356,0.28769013,1.7942076,2.732585,0.71211874,3.289586,2.3966408,2.8128357,1.6979299,3.003221,1.3592716
-0.0,1.9412705,0.6758495,1.2493734,1.5834466,1.9425646,2.6239953,4.260325,0.8556063,0.59002733,3.1282907
4.0085354,0.2996999,1.7643619,2.7702658,0.7436498,3.30963,2.3422124,2.9165561,1.6875848,2.9709692,1.3124144
1.5677084,1.8453871,1.0227715,1.5436149,2.1964486,0.0063624214,2.2544284,2.2887633,0.81518435,2.912425,2.542884
1.7466749,-0.0,2.4137688,1.9643586,2.686314,2.3364284,2.6381767,2.0053926,0.3344587,2.0738478,3.5370386
0.9414859,0.32833782,0.8422283,2.7638316,0.93465304,0.19970152,2.804349,3.5007787,2.2313256,4.5798135,0.8415119
1.7797818,-0.0,2.4242148,1.9544303,2.667309,2.3470044,2.6441872,1.9991766,0.30827817,2.0777376,3.5288882
2.0246632,-0.0,1.7646435,4.998038,0.7646762,1.3247033,2.5481973,1.9587544,0.94840896,0.14833118,3.326027
1.2113185,1.0993562,4.5645905,2.9558105,0.29440752,1.9167467,1.399268,2.8333666,-0.0,2.9795575,1.554795
2.3666039,1.7627082,3.1157038,1.801671,0.0069988277,2.9942687,2.174255,4.1182647,0.4118242,3.2356791,3.4439814
1.9860314,2.340801,0.12519032,3.2765841,1.3733187,2.9140344,2.4200733,3.327016,1.0258076,2.6102376,2.7262146
-0.0,0.40513185,1.261367,4.1529217,1.0516906,3.404259,1.689343,0.2297787,0.26825157,3.4544053,3.1658962
-0.0,1.9558223,0.65960115,1.2592647,1.5818187,1.9483241,2.6359165,4.245876,0.86486536,0.57356554,3.1398425
1.7767245,-0.0,2.4202576,1.9633268,2.660864,2.3421555,2.6300097,1.9931248,0.2994166,2.0811598,3.5329673
0.83446956,1.8850119,3.6019902,1.9852424,1.5279787,1.5432335,3.07265,2.1637895,4.2927256,1.3901615,1.7463714
0.98134553,0.3359791,0.7960953,2.8245018,0.9422981,0.22154891,2.7925751,3.5087717,2.233145,4.59159,0.93796706
0.82337695,1.9050621,3.6352053,1.9813001,1.5363133,1.5498072,3.096257,2.1900673,4.2859154,1.3798165,1.7105585
