0,1,2,3,4,5,6,7,8,9,10,11
-0.0,-0.0,-0.0,2.1903756,-0.0,2.8555763,1.6776499,1.3491611,0.9175242,2.8467224,-0.0,1.7529577
1.2191098,0.23798265,-0.0,0.7511635,-0.0,1.3361248,2.4918196,1.6100729,-0.0,-0.0,-0.0,2.292605
-0.0,0.11401637,0.2558789,1.3082057,-0.0,-0.0,2.7441728,2.4440265,0.5576717,-0.0,-0.0,3.1810718
-0.0,-0.0,-0.0,1.5006586,-0.0,2.5237496,1.879335,2.644807,1.3815799,-0.0,-0.0,1.9130051
1.247261,0.27403602,-0.0,0.7519739,-0.0,1.3484895,2.4887638,1.578093,-0.0,-0.0,-0.0,2.3065057
3.462509,-0.0,-0.0,1.5532273,-0.0,0.83841383,2.1851196,1.5265372,1.5543768,-0.0,-0.0,1.577642
2.0791612,0.26547733,-0.0,1.5395343,0.21222839,3.0742817,0.46292752,1.7755339,1.2438376,-0.0,-0.0,1.9721072
0.01600011,2.0848513,-0.0,1.2036421,-0.0,3.0331173,2.6151266,1.4587979,0.5502156,-0.0,-0.0,0.10796035
-0.0,3.267006,-0.0,1.6568942,-0.0,1.4505322,0.8845892,1.901721,1.7306286,-0.0,-0.0,1.8245976
-0.0,3.2601094,-0.0,1.6624153,-0.0,1.4181086,0.8648592,1.9237173,1.7295657,-0.0,-0.0,1.8790629
-0.0,-0.0,-0.0,2.1931148,-0.0,2.8350751,1.6920803,1.360327,0.90570915,2.861902,-0.0,1.7701567
3.5053976,-0.0,-0.0,1.5459462,-0.0,0.78418005,2.2090952,1.5160007,1.5523728,-0.0,-0.0,1.602209
3.448323,-0.0,-0.0,1.6061136,-0.0,0.833889,2.2045164,1.4942143,1.537605,-0.0,-0.0,1.5779089
-0.0,-0.0,-0.0,1.4961709,-0.0,2.5174665,1.8768193,2.6397357,1.3687439,-0.0,-0.0,1.9220765
-0.0,1.2238036,-0.0,1.7805316,-0.0,2.411581,-0.0,1.8968139,1.9606929,-0.0,-0.0,0.9000679
-0.0,-0.0,-0.0,2.7757132,-0.0,1.3872722,0.58404773,1.3117244,3.258226,-0.0,-0.0,3.621995
-0.0,-0.0,3.257044,0.19352032,-0.0,2.1908212,1.2492807,2.0423636,1.018743,-0.0,-0.0,1.6122481
-0.0,-0.0,3.2566133,0.19153814,-0.0,2.1925347,1.2548398,2.0421965,1.016802,-0.0,-0.0,1.6130196
-0.0,-0.0,-0.0,0.13243742,-0.0,2.118122,1.7161092,3.0701113,2.4711847,-0.0,-0.0,1.4654878
-0.0,-0.0,-0.0,1.4913293,-0.0,2.5180194,1.884005,2.6373324,1.3606262,-0.0,-0.0,1.9135605
-0.0,-0.0,-0.0,0.13683467,-0.0,2.1095438,1.7211766,3.0827017,2.4709222,-0.0,-0.0,1.4687686
-0.0,-0.0,-0.0,2.1392944,-0.0,2.1375318,0.3490113,3.5076985,0.05685074,-0.0,-0.0,3.5008755
-0.0,-0.0,-0.0,0.12766613,-0.0,2.1256616,1.7181677,3.0600605,2.4697967,-0.0,-0.0,1.453895
-0.0,1.2245634,-0.0,1.781612,-0.0,2.4087367,-0.0,1.8837445,1.971009,-0.0,-0.0,0.8753151
-0.0,-0.0,-0.0,2.7736542,-0.0,1.3726156,0.56545794,1.3289335,3.2593508,-0.0,-0.0,3.6043382
2.074709,0.26562372,-0.0,1.5360216,0.21753484,3.0835268,0.4462242,1.785886,1.2344009,-0.0,-0.0,1.9771366
-0.0,3.2512329,-0.0,1.6589292,-0.0,1.4185634,0.86514395,1.9215093,1.7338262,-0.0,-0.0,1.8773649
-0.0,0.13616608,0.19241956,1.3299254,-0.0,0.022835173,2.734691,2.491931,0.5460367,-0.0,-0.0,3.1509185
3.472316,-0.0,-0.0,1.5598371,-0.0,0.82138795,2.1974757,1.5299778,1.5497906,-0.0,-0.0,1.58362
-0.0,-0.0,-0.0,2.1297278,-0.0,2.132488,0.36049807,3.49706,0.03782662,-0.0,-0.0,3.507257
-0.0,-0.0,-0.0,2.1333513,-0.0,2.128199,0.35996902,3.4962964,0.036937438,-0.0,-0.0,3.504817
-0.0,0.17067187,-0.0,0.68390065,-0.0,1.8286866,2.4498935,1.0663066,0.56067276,-0.0,0.45280334,3.948863
-0.0,0.11826375,0.20198518,1.3278928,-0.0,0.03609103,2.735596,2.4893456,0.5507511,-0.0,-0.0,3.1577425
-0.0,0.19435087,-0.0,0.6851439,-0.0,1.8400732,2.4580433,1.0614381,0.5641121,-0.0,0.45689932,3.9383526
1.2210997,0.2301851,-0.0,0.7384154,-0.0,1.3456215,2.493937,1.614564,-0.0,-0.0,-0.0,2.2882853
-0.0,-0.0,-0.0,2.1327863,-0.0,2.1219256,0.36473656,3.5001183,0.045012794,-0.0,-0.0,3.5116463
-0.0,-0.0,-0.0,2.2019067,-0.0,2.8535743,1.6885325,1.3388112,0.9202775,2.8448942,-0.0,1.730446
-0.0,-0.0,3.2770078,0.19437747,-0.0,2.195106,1.2570283,2.0458598,1.0160005,-0.0,-0.0,1.6024023
-0.0,0.13840798,0.21063188,1.316527,-0.0,0.03955292,2.7483628,2.4875245,0.5155999,-0.0,-0.0,3.168263
-0.0,0.07956757,0.206265,1.3255774,-0.0,0.025044955,2.7445157,2.5022755,0.47609642,-0.0,-0.0,3.2062478
-0.0,0.11120589,0.19110343,1.3394585,-0.0,0.04717298,2.7161274,2.4874723,0.5314814,-0.0,-0.0,3.1830363
-0.0,-0.0,-0.0,0.14063321,-0.0,2.1387758,1.7248449,3.054249,2.4757183,-0.0,-0.0,1.4539881
-0.0,-0.0,-0.0,0.14121266,-0.0,2.1125672,1.7119348,3.0700874,2.4725802,-0.0,-0.0,1.4610312
-0.0,0.13042237,0.191883,1.3062593,-0.0,0.044055372,2.721547,2.4804475,0.55821335,-0.0,-0.0,3.1539154
-0.0,1.2198741,-0.0,1.7861924,-0.0,2.402281,-0.0,1.8805838,1.9722922,-0.0,-0.0,0.8813394
-0.0,-0.0,-0.0,0.1327499,-0.0,2.1244361,1.7192847,3.0753877,2.4630542,-0.0,-0.0,1.4575351
0.001577616,2.0858927,-0.0,1.2237581,-0.0,3.0304508,2.6051202,1.4656756,0.54145783,-0.0,-0.0,0.13299373
-0.0,-0.0,-0.0,1.502417,-0.0,2.5123172,1.8792108,2.645045,1.3751683,-0.0,-0.0,1.9168929
-0.0,-0.0,-0.0,0.12610357,-0.0,2.1239185,1.7228578,3.0712848,2.462708,-0.0,-0.0,1.4669667
-0.0,2.1267607,-0.0,1.2192758,-0.0,3.020272,2.5989382,1.4655116,0.51551265,-0.0,-0.0,0.10680116
-0.0,-0.0,-0.0,3.079145,-0.0,0.65951043,1.4648606,3.759965,1.8533151,-0.0,-0.0,0.71791905
-0.0,-0.0,-0.0,0.15106116,-0.0,2.1231499,1.7291555,3.0531454,2.4593468,-0.0,-0.0,1.494084
-0.0,-0.0,-0.0,2.191198,-0.0,2.8543196,1.6777538,1.34516,0.9085864,2.859796,-0.0,1.7497803
-0.0,-0.0,3.2845197,0.18709396,-0.0,2.1649551,1.2417692,2.0439248,1.0191282,-0.0,-0.0,1.6021906
-0.0,-0.0,-0.0,1.4959738,-0.0,2.516662,1.8860254,2.643461,1.3678453,-0.0,-0.0,1.9143305
-0.0,0.58662736,-0.0,0.18609346,-0.0,3.0873506,1.7426416,2.5800226,1.1407957,-0.0,2.296994,2.3462987
-0.0,-0.0,-0.0,3.0688777,-0.0,0.6579361,1.4120176,3.7008119,1.8418881,-0.0,-0.0,0.7253792
-0.0,0.6151173,-0.0,0.13993819,-0.0,3.0837245,1.7499595,2.601873,1.1746223,-0.0,2.3189757,2.3311348
-0.0,-0.0,-0.0,1.5395403,-0.0,2.4907775,1.8592478,2.6454241,1.4174366,-0.0,-0.0,1.8947175
-0.0,0.120318025,0.19775979,1.3209795,-0.0,0.03819614,2.7404442,2.4897006,0.5505966,-0.0,-0.0,3.158915
-0.0,3.2537177,-0.0,1.6566674,-0.0,1.4128553,0.8757906,1.9109671,1.7281538,-0.0,-0.0,1.888578
-0.0,-0.0,-0.0,2.7678814,-0.0,1.3598641,0.5841062,1.3119438,3.26146,-0.0,-0.0,3.640203
-0.0,0.1490137,0.20709646,1.3197292,-0.0,0.04037334,2.736377,2.4760497,0.55530787,-0.0,-0.0,3.1551256
-0.0,-0.0,-0.0,2.1931639,-0.0,2.8613796,1.6710277,1.3313928,0.8961495,2.873752,-0.0,1.7496024
3.477859,-0.0,-0.0,1.5646204,-0.0,0.8292039,2.1846504,1.5263329,1.5627433,-0.0,-0.0,1.5650191
-0.0,-0.0,-0.0,0.11959393,-0.0,2.1249106,1.73598,3.049291,2.457911,-0.0,-0.0,1.4839426
3.4616015,-0.0,-0.0,1.570068,-0.0,0.8231064,2.1982453,1.5320354,1.518477,-0.0,-0.0,1.5965426
-0.0,3.265531,-0.0,1.6615069,-0.0,1.4169182,0.8605251,1.9210312,1.7280875,-0.0,-0.0,1.8796827
-0.0,-0.0,-0.0,2.1338885,-0.0,2.1343656,0.359551,3.494271,0.03830578,-0.0,-0.0,3.504848
2.0855818,0.26119962,-0.0,1.5413303,0.2107498,3.0794249,0.45952812,1.7741716,1.2343636,-0.0,-0.0,1.9747934
1.1951822,0.26346633,-0.0,0.727774,-0.0,1.3710942,2.4638076,1.6134758,-0.0,-0.0,-0.0,2.2846289
0.012352724,2.0805616,-0.0,1.219491,-0.0,3.0449715,2.6118689,1.4706025,0.5252902,-0.0,-0.0,0.13395764
-0.0,1.1995083,-0.0,1.7753819,-0.0,2.398582,-0.0,1.8796873,1.9752247,-0.0,-0.0,0.9084192
-0.0,-0.0,3.221489,0.21286263,-0.0,2.2019806,1.2288563,2.0488715,1.0478818,-0.0,-0.0,1.5760802
-0.0,-0.0,-0.0,1.4931252,-0.0,2.518811,1.8950332,2.649651,1.3689404,-0.0,-0.0,1.9236648
-0.0,3.2548387,-0.0,1.6610842,-0.0,1.4204388,0.86196977,1.9216993,1.7315896,-0.0,-0.0,1.8852739
-0.0,0.18338878,-0.0,0.69165695,-0.0,1.8360682,2.4623966,1.0660076,0.5595148,-0.0,0.45665017,3.933681
-0.0,1.2197821,-0.0,1.785596,-0.0,2.414619,-0.0,1.895731,1.9750111,-0.0,-0.0,0.894354
-0.0,0.19700427,-0.0,0.6905626,-0.0,1.8481079,2.4567752,1.0821285,0.57411486,-0.0,0.4525421,3.9100876
-0.0,-0.0,-0.0,3.0918336,-0.0,0.64728796,1.4477288,3.788939,1.8543508,-0.0,-0.0,0.68970644
-0.0,-0.0,3.242854,0.20160376,-0.0,2.17905,1.2688965,2.0439792,1.0173733,-0.0,-0.0,1.6339558
2.0791862,0.26341197,-0.0,1.5420411,0.215637,3.0755353,0.450967,1.773993,1.2455776,-0.0,-0.0,1.9713144
-0.0,-0.0,3.2455194,0.20399363,-0.0,2.1868868,1.246881,2.037602,1.0209672,-0.0,-0.0,1.6175677
3.4728663,-0.0,-0.0,1.5543212,-0.0,0.83111936,2.2009704,1.5343039,1.5474002,-0.0,-0.0,1.5832913
-0.0,-0.0,3.2587566,0.20168404,-0.0,2.1873205,1.2479951,2.0439796,1.0159986,-0.0,-0.0,1.6106637
-0.0,-0.0,-0.0,2.7680774,-0.0,1.3682064,0.5913902,1.3382523,3.2634232,-0.0,-0.0,3.6645775
-0.0,-0.0,-0.0,0.12654506,-0.0,2.1170952,1.7235012,3.068394,2.4638333,-0.0,-0.0,1.4625146
-0.0,0.57886976,-0.0,0.19367032,-0.0,3.0689135,1.7748855,2.5630376,1.1285934,-0.0,2.290686,2.3582978
-0.0,1.1936882,-0.0,1.7725867,-0.0,2.421426,-0.0,1.8742993,1.9530795,-0.0,-0.0,0.9250411
-0.0,0.200214,-0.0,0.6864821,-0.0,1.8358297,2.4530196,1.0687864,0.5525853,-0.0,0.44792613,3.934413
-0.0,3.2559211,-0.0,1.6636031,-0.0,1.4166995,0.8664813,1.9239573,1.7320114,-0.0,-0.0,1.8800206
-0.0,2.090681,-0.0,1.222993,-0.0,3.0269568,2.6076725,1.4609945,0.5426148,-0.0,-0.0,0.13039377
-0.0,-0.0,-0.0,1.5036614,-0.0,2.5150795,1.8812995,2.6495223,1.3708793,-0.0,-0.0,1.9160774
-0.0,0.5999489,-0.0,0.16547607,-0.0,3.087578,1.7707294,2.5821867,1.1433566,-0.0,2.3213637,2.3329306
-0.0,3.264634,-0.0,1.6739461,-0.0,1.4096048,0.8855857,1.9360807,1.7164972,-0.0,-0.0,1.8491843
3.471177,-0.0,-0.0,1.5629244,-0.0,0.8027252,2.1762102,1.5204482,1.5535823,-0.0,-0.0,1.5782233
-0.0,-0.0,-0.0,2.1335006,-0.0,2.1313295,0.35767123,3.490009,0.049974166,-0.0,-0.0,3.5009208
0.06044554,2.1300352,-0.0,1.2442418,-0.0,3.0188677,2.578017,1.391232,0.59852946,-0.0,-0.0,0.10754683
-0.0,0.11549237,0.2125433,1.3164959,-0.0,0.032441154,2.7352595,2.4882464,0.5488593,-0.0,-0.0,3.1639843
-0.0,0.5764914,-0.0,0.1714644,-0.0,3.0662186,1.7732973,2.553545,1.1225481,-0.0,2.2994401,2.3263187
-0.0,-0.0,-0.0,0.13022716,-0.0,2.1217282,1.7138727,3.07332,2.463068,-0.0,-0.0,1.4590205
-0.0,-0.0,-0.0,1.5004269,-0.0,2.5213454,1.8827734,2.650244,1.3667926,-0.0,-0.0,1.9223863
-0.0,-0.0,-0.0,2.7828088,-0.0,1.3776988,0.58923614,1.2946553,3.2685502,-0.0,-0.0,3.6621957
-0.0,1.2066494,-0.0,1.7757944,-0.0,2.4092808,-0.0,1.8510494,1.9649777,-0.0,-0.0,0.9384114
-0.0,-0.0,-0.0,2.756092,-0.0,1.3945701,0.60903525,1.3324258,3.2391465,-0.0,-0.0,3.6440902
-0.0,0.12444076,0.25485387,1.3226885,-0.0,0.031328097,2.7272263,2.499,0.5389959,-0.0,-0.0,3.1176085
-0.0,3.2530904,-0.0,1.6534971,-0.0,1.437044,0.8674156,1.9243772,1.7370791,-0.0,-0.0,1.8908669
2.0925794,0.22320329,-0.0,1.5312201,0.21288,3.0660532,0.46324277,1.789171,1.2486641,-0.0,-0.0,1.9770187
-0.0,-0.0,-0.0,2.2010128,-0.0,2.860921,1.6708193,1.3476474,0.9100636,2.8622165,-0.0,1.7440581
-0.0,-0.0,-0.0,0.11364119,-0.0,2.1439366,1.7354335,3.0606341,2.4235153,-0.0,-0.0,1.45299
-0.0,0.17389232,-0.0,0.6798609,-0.0,1.830525,2.465245,1.0688674,0.5620543,-0.0,0.4587411,3.9056568
-0.0,0.18407269,-0.0,0.68084306,-0.0,1.8310747,2.4589303,1.0610373,0.5607617,-0.0,0.4581084,3.938336
-0.0,1.2279581,-0.0,1.7784839,-0.0,2.4142947,-0.0,1.8797758,1.9773467,-0.0,-0.0,0.8923993
-0.0,-0.0,-0.0,2.7647243,-0.0,1.38639,0.5887697,1.31533,3.2492127,-0.0,-0.0,3.6368666
-0.0,0.1292626,0.20008205,1.3275447,-0.0,0.052076295,2.7386584,2.5053182,0.5571813,-0.0,-0.0,3.1487484
3.4761858,-0.0,-0.0,1.5574175,-0.0,0.8271746,2.2001145,1.5292761,1.549206,-0.0,-0.0,1.578935
3.4738479,-0.0,-0.0,1.5367113,-0.0,0.84342545,2.1974492,1.5124192,1.5424455,-0.0,-0.0,1.5831428
-0.0,-0.0,-0.0,2.1302533,-0.0,2.1342251,0.3646953,3.5021944,0.03745594,-0.0,-0.0,3.5041957
-0.0,-0.0,-0.0,1.498406,-0.0,2.518544,1.8784533,2.6540396,1.3616811,-0.0,-0.0,1.9155471
2.0961027,0.26827672,-0.0,1.5408523,0.2354588,3.06599,0.47428417,1.7746265,1.2057104,-0.0,-0.0,1.9755929
-0.0,0.10052213,0.20089158,1.3186345,-0.0,0.03754893,2.7272482,2.4998739,0.54398316,-0.0,-0.0,3.1563368
-0.0,1.1944215,-0.0,1.7899407,-0.0,2.403585,-0.0,1.8663764,1.8874397,-0.0,-0.0,0.93796927
-0.0,-0.0,-0.0,2.2020497,-0.0,2.8474162,1.665304,1.3235321,0.9129362,2.874457,-0.0,1.7476472
-0.0,-0.0,-0.0,3.0693521,-0.0,0.6419014,1.4484576,3.795689,1.8413903,-0.0,-0.0,0.6928936
-0.0,-0.0,-0.0,3.0860434,-0.0,0.654073,1.4381871,3.7994623,1.8472687,-0.0,-0.0,0.6938448
-0.0,-0.0,-0.0,2.13142,-0.0,2.1327558,0.3596912,3.4952145,0.04300823,-0.0,-0.0,3.5015588
-0.0,-0.0,-0.0,2.2068431,-0.0,2.8407595,1.6622404,1.3398075,0.8951213,2.894249,-0.0,1.7197527
2.0798771,0.26109663,-0.0,1.5385442,0.21304393,3.0732365,0.4589941,1.7756901,1.2382478,-0.0,-0.0,1.9710834
-0.0,0.1946043,-0.0,0.68793005,-0.0,1.835914,2.4572315,1.067547,0.5667678,-0.0,0.45653614,3.9307117
-0.0,-0.0,-0.0,0.1277876,-0.0,2.1011386,1.7080095,3.0676377,2.4967587,-0.0,-0.0,1.5007408
-0.0,-0.0,-0.0,2.7675881,-0.0,1.386524,0.59651875,1.3191514,3.2500565,-0.0,-0.0,3.6319604
-0.0,0.12170911,0.20395535,1.3225473,-0.0,0.036013007,2.7389343,2.4924974,0.5486986,-0.0,-0.0,3.1584382
1.254993,0.24790634,-0.0,0.6864019,-0.0,1.3630491,2.5063353,1.6201391,-0.0,-0.0,-0.0,2.295927
-0.0,0.18797769,-0.0,0.69130355,-0.0,1.8327382,2.4587681,1.0686449,0.5639369,-0.0,0.4470397,3.9352012
-0.0,-0.0,-0.0,1.5062313,-0.0,2.516703,1.8882276,2.6437342,1.363867,-0.0,-0.0,1.9174246
-0.0,1.2219315,-0.0,1.7856467,-0.0,2.4122508,-0.0,1.8798292,1.9730906,-0.0,-0.0,0.89729357
-0.0,-0.0,-0.0,2.7484412,-0.0,1.3927728,0.60369515,1.3059413,3.2587123,-0.0,-0.0,3.6259294
-0.0,0.5879864,-0.0,0.17294024,-0.0,3.0762682,1.7616441,2.5855691,1.1585948,-0.0,2.31801,2.3455048
3.4808714,-0.0,-0.0,1.5891203,-0.0,0.8007055,2.1913726,1.5190141,1.5562843,-0.0,-0.0,1.6097898
-0.0,3.2583916,-0.0,1.6621828,-0.0,1.4184443,0.86515355,1.9216146,1.7315594,-0.0,-0.0,1.876997
2.0794168,0.2815772,-0.0,1.5471187,0.21314052,3.0808897,0.44141614,1.7727017,1.2471081,-0.0,-0.0,1.9590347
-0.0,-0.0,-0.0,1.5032278,-0.0,2.5156472,1.882604,2.6517158,1.3694395,-0.0,-0.0,1.9147615
1.2133081,0.23937435,-0.0,0.7427042,-0.0,1.3502192,2.5054767,1.6132426,-0.0,-0.0,-0.0,2.2646942
-0.0,-0.0,3.2602675,0.19285257,-0.0,2.1986527,1.2471267,2.0506756,1.0220441,-0.0,-0.0,1.6145881
-0.0,0.595191,-0.0,0.16874485,-0.0,3.0803232,1.7604206,2.5948005,1.1507446,-0.0,2.3305802,2.3294067
-0.0,0.56865185,-0.0,0.18044646,-0.0,3.0743694,1.7580742,2.6017945,1.1561134,-0.0,2.2972028,2.3423576
0.009134123,2.081942,-0.0,1.245171,-0.0,3.0199144,2.6277263,1.5070171,0.56314164,-0.0,-0.0,0.14460254
-0.0,-0.0,-0.0,2.1678665,-0.0,2.85554,1.6303353,1.3568833,0.9667373,2.8401356,-0.0,1.7610879
1.223859,0.23434116,-0.0,0.74781394,-0.0,1.3398441,2.4851885,1.622025,-0.0,-0.0,-0.0,2.288444
-0.0,-0.0,-0.0,2.1101143,-0.0,2.1287096,0.3974883,3.5281487,0.015016444,-0.0,-0.0,3.4987993
-0.0,3.2801259,-0.0,1.6690816,-0.0,1.4256828,0.8424907,1.9112537,1.7257427,-0.0,-0.0,1.852306
-0.0,-0.0,-0.0,0.1275122,-0.0,2.118956,1.7241493,3.0689013,2.46208,-0.0,-0.0,1.46351
-0.0,0.12925673,0.21371411,1.3324918,-0.0,0.020539872,2.7308757,2.4500716,0.5515619,-0.0,-0.0,3.125228
-0.0,-0.0,-0.0,1.5018756,-0.0,2.5146427,1.8873135,2.6467175,1.3687711,-0.0,-0.0,1.9198774
1.2268347,0.24077554,-0.0,0.73478806,-0.0,1.3427179,2.489427,1.6130095,-0.0,-0.0,-0.0,2.2859921
-0.0,0.118310064,0.21280691,1.3253136,-0.0,0.038811788,2.7404563,2.4823337,0.5493101,-0.0,-0.0,3.1618247
-0.0,-0.0,-0.0,1.5045255,-0.0,2.5145159,1.8951848,2.6416662,1.3786751,-0.0,-0.0,1.9252169
-0.0,0.60339934,-0.0,0.17050831,-0.0,3.08578,1.762763,2.5894723,1.1583619,-0.0,2.3163457,2.3320603
0.023769239,2.050816,-0.0,1.2076521,-0.0,3.0502596,2.6069622,1.4482834,0.5443882,-0.0,-0.0,0.12730646
1.2295036,0.23534097,-0.0,0.7415888,-0.0,1.344692,2.4908142,1.6145272,-0.0,-0.0,-0.0,2.2849665
1.2276621,0.23966451,-0.0,0.7492239,-0.0,1.335969,2.4850705,1.6126218,-0.0,-0.0,-0.0,2.286069
-0.0,3.256223,-0.0,1.6624296,-0.0,1.4181155,0.8645691,1.9218128,1.7324753,-0.0,-0.0,1.8785765
-0.0,-0.0,-0.0,2.7675555,-0.0,1.4216989,0.57077205,1.3051181,3.2455845,-0.0,-0.0,3.6394157
-0.0,1.2265165,-0.0,1.7887784,-0.0,2.4078965,-0.0,1.8838899,1.9743965,-0.0,-0.0,0.89931154
-0.0,-0.0,3.282733,0.19402884,-0.0,2.1700053,1.2500887,2.0353591,1.0181702,-0.0,-0.0,1.6135358
-0.0,3.266614,-0.0,1.6636796,-0.0,1.4205756,0.86479914,1.9215128,1.7302521,-0.0,-0.0,1.8715482
1.2272537,0.22901098,-0.0,0.7256921,-0.0,1.3706435,2.4830172,1.5863409,-0.0,-0.0,-0.0,2.292758
-0.0,3.2427654,-0.0,1.6652814,-0.0,1.4216444,0.85003144,1.9065111,1.7289411,-0.0,-0.0,1.8869278
-0.0,0.5832489,-0.0,0.18192016,-0.0,3.0770392,1.7707961,2.642405,1.1505262,-0.0,2.2999527,2.3470602
-0.0,-0.0,3.2548285,0.20498632,-0.0,2.1871226,1.2535138,2.0505958,1.0054849,-0.0,-0.0,1.6219063
0.0006195151,2.1282916,-0.0,1.2474172,-0.0,2.979701,2.6090126,1.4600835,0.52222633,-0.0,-0.0,0.11496475
-0.0,-0.0,-0.0,2.1909297,-0.0,2.8562062,1.674895,1.3474264,0.90674174,2.8475525,-0.0,1.7457998
2.0145931,0.39171547,-0.0,1.5629783,0.21789588,3.0303247,0.43769827,1.8096614,1.2928157,-0.0,-0.0,1.9303371
-0.0,-0.0,3.2696679,0.18193997,-0.0,2.1903758,1.2504396,2.0372217,1.0269936,-0.0,-0.0,1.6116598
-0.0,-0.0,-0.0,2.1975737,-0.0,2.852643,1.6758031,1.3451917,0.91316235,2.8521185,-0.0,1.7455194
-0.0,0.12154202,0.18393606,1.3274102,-0.0,0.025516495,2.7461267,2.485742,0.5482461,-0.0,-0.0,3.1600618
-0.0,-0.0,-0.0,2.191355,-0.0,2.858471,1.6849447,1.3440537,0.91031885,2.8537354,-0.0,1.7561163
-0.0,-0.0,-0.0,0.14166029,-0.0,2.1135347,1.7171203,3.0770416,2.467725,-0.0,-0.0,1.4610667
-0.0,3.256139,-0.0,1.6640296,-0.0,1.4072576,0.86776173,1.9298573,1.7300419,-0.0,-0.0,1.8785157
-0.0,-0.0,-0.0,2.743424,-0.0,1.3640476,0.5818686,1.3122084,3.2609234,-0.0,-0.0,3.634088
-0.0,-0.0,-0.0,0.13271834,-0.0,2.112735,1.7277212,3.0666604,2.453195,-0.0,-0.0,1.4674833
-0.0,-0.0,-0.0,2.7752314,-0.0,1.367029,0.5659239,1.2885413,3.2565565,-0.0,-0.0,3.628162
-0.0,0.11140633,0.17734791,1.3450434,-0.0,0.03797839,2.7397187,2.5273628,0.55021155,-0.0,-0.0,3.156814
-0.0,1.225597,-0.0,1.7898457,-0.0,2.4156582,-0.0,1.8472738,1.9729114,-0.0,-0.0,0.87585723
-0.0,2.0660765,-0.0,1.2053882,-0.0,3.0192785,2.6040025,1.4761105,0.57449526,-0.0,-0.0,0.13230237
-0.0,3.2595491,-0.0,1.6583692,-0.0,1.4189588,0.8670274,1.925694,1.7316501,-0.0,-0.0,1.880455
-0.0,-0.0,-0.0,3.079886,-0.0,0.6683231,1.4612314,3.7732964,1.8157922,-0.0,-0.0,0.64166874
-0.0,0.19446605,-0.0,0.6857888,-0.0,1.8372899,2.4573727,1.0635542,0.56468797,-0.0,0.4627594,3.9353743
-0.0,-0.0,-0.0,3.078877,-0.0,0.6421449,1.4573972,3.81844,1.8223692,-0.0,-0.0,0.7199835
1.2047819,0.2308975,-0.0,0.73108906,-0.0,1.3466145,2.4852526,1.6225228,-0.0,-0.0,-0.0,2.2943
-0.0,-0.0,-0.0,1.4804268,-0.0,2.5294101,1.8725386,2.62414,1.340744,-0.0,-0.0,1.9483305
3.4738097,-0.0,-0.0,1.5566059,-0.0,0.82656115,2.1975718,1.5336523,1.5393413,-0.0,-0.0,1.580564
-0.0,-0.0,-0.0,1.5052019,-0.0,2.514853,1.8825573,2.6472538,1.3708427,-0.0,-0.0,1.9188588
-0.0,-0.0,-0.0,0.13322507,-0.0,2.1146035,1.7255354,3.090081,2.4792404,-0.0,-0.0,1.4571269
-0.0,1.2027556,-0.0,1.7751802,-0.0,2.3949065,-0.0,1.903954,1.9747989,-0.0,-0.0,0.9020288
-0.0,3.25485,-0.0,1.6598356,-0.0,1.4184383,0.8636725,1.9216318,1.732745,-0.0,-0.0,1.8837321
