0,1,2
0.34549987,0.25846982,0.7063811
0.24312389,0.24360776,0.5735979
0.2593714,0.28316164,0.53905845
0.22022259,0.305874,0.5356748
0.19113469,0.423622,0.50883865
0.15214813,0.46468365,0.4431169
0.14342606,0.57351553,0.42910123
0.21397197,0.7517345,0.5111258
0.30717015,1.0490097,0.6712506
1.4932544,2.4339406,1.590796
0.5340191,0.17125118,1.1220849
0.5420741,0.167858,1.086595
0.4496901,0.1840576,0.977685
0.4369756,0.18497205,0.95690036
0.44461048,0.224074,0.90888786
0.45171118,0.35016632,0.95913696
0.5243249,0.29223716,1.0356731
0.15309632,0.47454906,0.46896052
0.16118145,0.51011586,0.35045505
0.8534782,-0.0,1.7045949
0.5781243,0.18664253,1.0563376
0.5408797,0.21134138,1.0333772
0.4588548,0.20502162,0.9256079
0.38175237,0.21626866,0.8118634
0.19717693,0.25167572,0.617754
0.25038874,0.4444573,0.6214793
0.25244904,0.91226,0.68938756
0.7053704,1.6514614,1.1261957
0.9940665,2.0593522,1.4022052
2.045075,3.212001,1.9588573
0.7155603,0.4335376,0.9716852
0.60102046,0.07452536,1.2338371
0.5921134,0.018145442,1.2862222
0.60780334,0.055059195,1.2676795
0.5288918,0.07053101,1.2032204
0.52006865,0.07177913,1.1295218
0.47782648,0.083500504,1.1011195
0.6061516,0.11289942,1.2431271
0.5514996,0.18863904,1.1658819
0.47874105,0.19343913,0.9750562
0.4551196,0.19775581,0.97503924
0.46475327,0.19692266,0.9687185
0.44638526,0.18653977,0.96381474
0.48140144,0.22329247,0.9921763
0.5523493,0.19544613,1.099385
0.54232085,0.17110896,1.0716851
0.17101729,0.5152924,0.34866643
0.51574326,0.20718956,1.0156705
0.29979575,0.21361351,0.74466395
0.23771882,0.24295175,0.63717985
1.2752461,2.3212214,1.5462048
1.888305,2.9470391,1.9398191
2.288644,3.5261316,2.1862643
1.8877015,2.8779776,1.8144088
0.644169,0.24990737,1.026356
0.5804515,0.0492841,1.203193
0.5669799,0.09202635,1.2232394
0.5935886,0.09539175,1.2364655
0.6076634,0.07512581,1.2513859
0.63891816,0.14825726,1.2097023
0.5457171,0.16699648,1.1137118
0.56603813,0.15207791,1.2011902
0.5068811,0.13595736,1.1360343
0.46376777,0.14019394,1.0754697
0.50663984,0.18512154,1.1138301
0.53029454,0.15813947,1.1177323
0.35159767,0.25846815,0.8170066
0.22254407,0.34871793,0.5909796
0.065107465,0.48898804,0.31884027
0.56803703,0.19753242,1.0742624
0.2659706,0.249048,0.65621376
0.5314878,1.1896846,0.9348786
0.72331893,1.6559991,1.1302195
1.8775215,3.006672,2.0343688
2.0792685,3.247881,2.1355455
2.3824544,3.6090133,2.2942421
2.3339088,3.5784347,2.2097595
1.739799,2.5389762,1.6284618
0.5953157,0.10862601,1.19421
0.58648944,0.06625497,1.2389739
0.57990134,0.116131544,1.2244453
0.61941075,0.06713939,1.2728548
0.5976441,0.03517711,1.2964983
0.61066496,0.064954996,1.3016253
0.5792959,0.13425446,1.1532822
0.5732212,0.15884387,1.214144
0.6213484,0.10149133,1.2949984
0.42471254,0.30215895,0.88486266
0.35747766,0.37473977,0.7059066
0.23149765,0.38199592,0.6129272
0.24970436,0.42518258,0.50903726
0.032007694,0.547408,0.22373962
0.7668396,0.08168268,1.4762659
0.6150621,0.09303784,1.2480707
0.42283785,0.21654963,0.8799567
0.29808605,0.12812996,0.81481504
0.328951,0.17841947,0.78547883
0.24683416,0.37739313,0.7461717
0.83882403,1.7718228,1.2820411
2.479214,3.7553878,2.384065
2.441959,3.6895533,2.3535864
0.5725167,0.052681446,1.1779623
0.5628207,0.05625832,1.1800363
0.6478642,0.09518945,1.1974459
0.64498746,0.08425808,1.328083
0.611397,0.14894617,1.2301617
0.76400185,0.110911965,1.3434846
0.5669594,0.0899272,1.1938262
0.6062707,0.106603146,1.1936727
0.4992801,0.18618095,1.0755475
0.21014869,0.39349747,0.41737604
0.26552367,0.40887094,0.52186346
0.2117486,0.36534917,0.51028895
0.18625176,0.39240074,0.45967484
0.14676654,0.4422295,0.4204347
0.12267363,0.457744,0.30587912
0.7757499,0.10435033,1.379154
0.41819263,0.19582474,0.9373958
0.30612278,0.49594343,0.83443904
0.6183051,1.3908652,1.0714855
1.9894454,3.0832067,1.9059741
2.6391444,3.84219,2.5778325
2.751409,3.9642653,2.669371
2.488018,3.681351,2.342137
2.3549473,3.532093,2.1940224
2.2570388,3.4345112,2.086809
2.2502909,3.417982,2.083875
0.9324242,1.1445937,1.2487199
0.5900676,0.06242156,1.2299907
0.5450562,0.038213372,1.2274439
0.56790674,0.06917369,1.1794536
0.5584276,0.13086641,1.1397035
0.60304356,0.14224362,1.185564
0.6185795,0.12797904,1.2399361
0.7074866,0.15327728,1.2914264
0.63234293,0.15795362,1.2500799
0.5692688,0.18360019,1.0950158
0.7171054,0.17043817,1.3865726
0.52304816,0.1190933,1.1798298
0.47916496,0.21160722,1.1407988
0.2837417,0.32256615,0.59657216
0.20614278,0.4025538,0.51858115
0.092818975,0.4446131,0.3615141
0.12249255,0.42066133,0.4249947
1.0742104,0.041579127,1.8400838
0.6995717,0.046423197,1.4060485
0.5070317,0.116508126,1.1684389
0.40181303,0.15899718,0.92397094
0.3831774,0.5667616,0.91325426
1.3960986,2.4536984,1.6733303
2.1695378,3.4041398,2.1167095
2.2968411,3.4954367,2.144798
2.1477566,3.3594997,1.9859993
1.99225,3.1179492,1.9258368
1.7428207,2.7539449,1.6727858
0.595616,0.17135715,1.0624926
0.5540899,0.12601459,1.1349185
0.5993196,0.11590588,1.191829
0.61427,0.03845024,1.23805
0.5958617,0.04348755,1.2829888
0.5975827,0.060455322,1.3149045
0.6555952,0.19176376,1.2314949
0.6412848,0.15274191,1.2162457
0.5848826,0.09020543,1.1066918
0.5674914,0.04722941,1.2129724
0.7426455,0.13427329,1.4155192
0.5613185,0.07989037,1.2510319
0.45364285,0.18538713,0.9790504
0.27754772,0.44594812,0.4274056
0.15718377,0.52642024,0.3441987
0.1868136,0.41341293,0.472744
0.25540876,0.38722813,0.47936487
0.14741826,0.45667756,0.45561314
0.7206366,0.037237525,1.4418414
0.6547042,0.039464235,1.3863924
0.29097795,0.5783583,1.0005026
1.4963224,2.513564,1.801899
1.8008356,2.8834527,1.9712045
2.3297288,3.5504978,2.237161
2.3819492,3.5995295,2.2635186
2.265654,3.43642,2.1925824
2.589278,3.7996259,2.4062932
2.4457994,3.665471,2.2868288
2.189347,3.4152045,2.0693882
2.0832953,3.3038511,1.9472659
2.0642545,3.2641854,1.9415305
0.53246903,0.15699351,1.0742986
0.56160045,0.15285242,1.1387248
0.6100229,0.037525296,1.2942722
0.639794,0.13745618,1.2289827
0.56658304,0.07631016,1.1646564
0.66619205,0.10491681,1.3693514
0.36900854,0.24561119,0.77988815
0.387447,0.3483758,0.5823369
0.357396,0.38991523,0.5272832
0.23045015,0.46695244,0.402503
0.17472816,0.5334034,0.2772076
0.14450109,0.4247712,0.3032403
0.12469387,0.5614855,0.20103121
0.7004951,0.028903484,1.4318132
2.3991911,3.596591,2.2378461
2.480823,3.6564355,2.3190396
2.3611066,3.6027489,2.2663624
0.8581748,0.7648319,1.0242558
0.5802072,0.16397274,1.1380205
0.5987606,0.14849329,1.1981928
0.62981033,0.054329276,1.2831864
0.62600195,0.025869608,1.2950528
0.574159,0.061255217,1.1839666
0.56250966,0.08362818,1.1638091
0.60532105,0.09090114,1.1946285
0.60902405,0.08001757,1.2105627
0.6180023,0.10288954,1.3050277
0.60539496,0.1076045,1.3007479
0.21707356,0.47280157,0.35037613
0.12050569,0.55009735,0.3380468
0.038160086,0.5735593,0.24186826
0.047519922,0.59753776,0.113149405
0.1170038,0.5629866,0.20597696
0.025469184,0.6348339,0.023444653
0.7019093,0.050973296,1.349925
0.7286885,0.04289341,1.3320184
2.3140924,3.5525484,2.187454
2.4193106,3.6814141,2.3292062
2.4697635,3.7121663,2.3650563
2.3577,3.5669384,2.2133534
2.301416,3.5016973,2.166537
2.2451317,3.4946122,2.2043045
2.5587797,3.7603264,2.413637
2.0690897,3.2445533,1.8607037
2.0043578,3.1952229,1.8692119
2.0089133,3.2156487,1.8677406
1.9831655,3.1730938,1.8878765
1.4945014,2.3049092,1.4072015
1.0999858,1.3848747,1.1511977
0.65100884,0.13160884,1.1978343
0.6023954,0.11668599,1.174079
0.6202096,0.08270037,1.2374194
0.62473,0.043768406,1.2788978
0.59386814,0.04383254,1.2667866
0.5725671,0.040353894,1.2566643
0.55988705,0.05209601,1.1880589
0.6569414,0.07716179,1.3852155
0.38485563,0.2685578,0.7991891
0.11561763,0.50119925,0.051043034
-0.0,0.66005707,-0.0
0.006594181,0.7303105,-0.0
0.036878467,0.6284925,0.06847787
0.26915932,0.5268465,0.46461535
0.196594,0.47357464,0.40333867
0.14128315,0.5724375,0.2981825
0.73693764,-0.0,1.4310999
0.67661166,0.038635015,1.3611765
0.6613606,0.07941556,1.2649231
0.6077591,0.038951516,1.3133895
0.60411334,0.118873835,1.2314246
0.5169809,0.27458966,1.0559332
0.7080606,0.7996039,1.0830264
1.7167828,2.839453,1.8312473
2.5087726,3.7406447,2.4407508
2.5499582,3.7800298,2.4342601
2.5807028,3.7641757,2.460996
2.3381538,3.5571268,2.2164881
2.0333784,3.1354928,1.9419558
2.48074,3.6728537,2.3360183
2.4273038,3.612981,2.2424777
2.3099368,3.512987,2.1386955
2.2366967,3.4279068,2.0546877
2.020836,3.2469747,1.8891463
1.9874222,3.16026,1.8588171
0.5661571,0.1185652,1.1779177
0.6517056,0.05416417,1.3364267
0.7034743,0.054721475,1.3873396
0.6598389,0.057195067,1.3788276
-0.0,0.5653404,-0.0
0.20189011,0.5113387,0.30252314
0.22210014,0.5040332,0.43962574
0.27150905,0.5323714,0.4455855
0.08056021,0.4602058,0.28929543
-0.0,0.5181124,0.12391305
-0.0,0.55303264,0.08977938
0.6440302,0.029481053,1.3369899
0.69993734,0.06159997,1.3496261
0.6629231,-0.0,1.3312464
0.60605645,0.041974902,1.3392341
0.49105215,0.19614267,1.0703516
0.88924503,1.1112788,1.1108363
1.8510985,2.9593773,1.9362199
2.653652,3.8079054,2.5143206
2.5786347,3.7584932,2.472339
2.3112917,3.4910705,2.1991708
2.0650468,3.1982222,1.9331443
1.9119287,3.0909152,1.7821593
1.990859,3.1406388,1.8182042
1.656739,2.6648602,1.5905571
1.2524686,1.9078443,1.3296158
0.94034886,1.0905199,1.2125564
0.5301564,0.11855435,1.1805367
0.6380265,0.06931412,1.223448
0.63415813,0.071336865,1.3105006
0.5710851,0.05397284,1.2333376
0.54453933,0.07309711,1.1844964
-0.0,0.6481803,-0.0
-0.0,0.7084179,-0.0
-0.0,0.70811635,-0.0
-0.0,0.7399415,-0.0
-0.0,0.86605513,-0.0
-0.0,0.93983984,-0.0
0.0142964125,0.7459647,0.003492117
0.0644052,0.68707454,0.040549755
0.09580505,0.61925864,0.11480236
0.07929194,0.5778848,0.23168755
0.25583184,0.47063768,0.5296273
0.1860174,0.5568924,0.41048837
0.032333255,0.5594008,0.09179211
0.008176446,0.5723202,0.134099
0.7108513,0.041573882,1.4526052
0.67071044,-0.0,1.4374838
0.6324346,0.055418253,1.4070451
0.59100795,0.09140551,1.3285968
0.54241264,0.53152096,0.883739
2.4670074,3.6706583,2.3487384
1.9550977,3.1470504,1.8537235
1.833499,2.9223037,1.6890917
1.946248,3.2031016,1.9122083
2.295933,3.5424008,2.1506088
2.0092707,3.2548661,1.8001311
1.9073837,3.1341085,1.7016222
1.8390129,3.0419037,1.6333597
1.7590799,2.9103627,1.6107087
1.8551376,3.050189,1.7019138
1.6337647,2.5404863,1.5263016
1.3530376,1.711599,1.2317455
0.9510472,0.8166236,1.0506527
0.57045937,0.090593934,1.1934791
0.60299826,0.049383283,1.2934053
0.6949147,0.06521189,1.3306403
0.71592,0.04085648,1.3669538
0.68105555,0.049641848,1.4628074
0.38032162,0.3974942,0.76876855
-0.0,0.8072932,-0.0
-0.0,0.7577749,-0.0
0.2624544,0.60438955,0.31738758
0.15527666,0.6447111,0.23710823
-0.0,0.6450848,0.0142970085
-0.0,0.61591333,0.045889616
0.08172727,0.584422,0.071662664
0.03244245,0.57202685,0.1689763
0.6516043,0.009149551,1.3917084
0.7049408,-0.0,1.475333
2.5447729,3.724984,2.4111278
2.4386752,3.6667824,2.3084557
2.32668,3.5413241,2.1903603
2.3129838,3.5083141,2.1347897
1.9126921,3.0176415,1.7765651
1.7491369,2.9408188,1.5946558
1.8223064,2.93918,1.6671629
1.8850856,2.802877,1.6280596
0.9051492,0.89191246,0.8636606
0.57056713,0.083447814,1.0934465
0.626461,0.05531609,1.243185
0.5984671,0.0210284,1.3217573
0.6151446,-0.0,1.339952
0.6369574,-0.0,1.3637142
0.6718092,0.036400795,1.3785665
0.18672836,0.5219455,0.33943152
-0.0,0.6497115,-0.0
-0.0,0.9471297,-0.0
-0.0,0.9664657,-0.0
-0.0,0.93856305,-0.0
0.10704696,0.80281454,0.09887123
0.15535212,0.7247519,0.23741841
0.08143413,1.0478133,0.25603318
0.34977233,1.3293033,0.41378927
0.30408585,1.0949218,0.2568159
0.06734395,0.61044854,0.19213223
0.650628,0.104991555,1.3354385
0.6027515,0.124803424,1.1808217
0.57961404,0.20482516,1.0591211
0.52082705,0.27576768,0.9169555
0.4250077,0.29155767,0.86719084
0.41761196,0.29974723,0.8168142
2.489697,3.6687222,2.3479526
2.4507704,3.6541624,2.3512704
1.880111,2.9956417,1.7680721
1.9028766,2.9070172,1.6566658
2.099065,3.3556437,1.9380991
0.48562896,0.11659944,1.0383475
0.6270206,0.01684916,1.2102232
0.6605623,-0.0,1.4158518
0.4477204,0.22208476,0.9732871
0.3996135,0.28560567,0.82138014
0.09728086,0.62834173,0.17239213
0.023250222,0.6624127,0.012453318
-0.0,0.6393253,-0.0
-0.0,0.898885,-0.0
0.14507508,1.1582007,0.078757524
0.09271824,1.0861899,-0.0
0.021177053,1.0012189,-0.0
0.07377827,1.0012109,-0.0
-0.0,0.93350655,-0.0
0.029983044,0.9143848,-0.0
0.43647277,1.6779964,0.66389084
0.052840233,0.87389433,0.02372694
0.15804493,0.81345594,0.30813336
0.52342963,0.18995512,0.9969859
0.4217322,0.25267315,0.8321295
0.39757335,0.30666912,0.7614026
0.36084342,0.35484266,0.79743123
0.32631218,0.37983644,0.69877934
0.35680485,0.42057455,0.64005613
0.4931227,0.54996204,0.7934594
2.0049381,3.2479286,2.0717776
2.448915,3.663879,2.3425887
2.419067,3.6577332,2.2857382
2.162731,3.3246913,1.9770925
2.0846927,3.254543,1.8834765
1.9251735,3.1178598,1.8312664
2.1807916,3.461954,2.040583
1.8066039,2.8251991,1.561409
1.1271794,1.6029936,0.89591336
0.69389033,-0.0,1.4055212
0.66423774,-0.0,1.4340503
0.6388954,0.05100584,1.3169892
0.3271171,0.31010056,0.7162876
-0.0,0.6963076,-0.0
-0.0,0.74961036,-0.0
-0.0,0.82583463,-0.0
-0.0,0.94438857,0.0044300556
0.022129655,1.0430243,-0.0
0.054445386,1.0809808,-0.0
0.12838483,1.049885,-0.0
0.008508444,1.0009003,-0.0
0.76111865,2.177959,1.0355301
0.73489213,1.7045093,0.52885675
0.25989687,1.1431042,0.13397813
0.30584276,1.0290136,0.37849283
0.49421036,0.23910415,0.917788
0.36942613,0.32085335,0.75802946
2.1892326,3.370358,1.979006
1.9311392,3.0472991,1.8181281
1.4451897,2.0948386,1.1262829
0.8527168,1.3858042,0.6958246
0.4192289,0.92080075,0.38462853
0.108436346,0.5737983,0.18958783
0.059081197,0.4687103,0.14044666
0.2946818,0.41860652,0.458673
0.44129872,0.33116853,0.69880414
0.6089115,0.15255523,1.0877337
0.31938863,0.28224492,0.79438424
0.30816233,0.34952092,0.65061355
0.23554075,0.4999807,0.44096684
0.19100022,0.44545805,0.42994595
0.054210782,0.5479125,0.3140924
0.26673782,1.1314024,0.28604603
0.21056032,1.2836113,0.0865376
0.13546753,1.1739087,-0.0
0.08060336,1.1157438,-0.0
0.3256004,1.3936211,0.29808807
0.7970685,1.9604208,0.8346667
1.3827541,2.6709433,1.4594169
1.9696767,3.3924499,1.9593403
0.3559413,0.24382687,0.84083414
0.4106152,0.18891728,0.8767016
0.411206,0.25318408,0.8634026
2.3220658,3.5217261,2.15187
2.2710018,3.4760513,2.1028016
2.0607784,3.2939086,1.9127939
2.0999494,3.311706,1.9718621
0.49517977,1.0394244,0.3906448
0.56619585,0.22150552,0.93190455
0.41417027,0.21960008,0.8824525
0.41810834,0.25145924,0.86188364
0.38541305,0.30460954,0.7779608
0.21750832,0.4921732,0.40927768
0.18619108,0.5273063,0.38468742
0.16211414,0.5062678,0.5572772
0.24440992,0.99931747,0.37082434
0.26147234,1.0504627,0.2968855
0.31994236,1.1074399,0.27371645
0.1623671,1.2184974,0.020549536
0.18634152,1.1806669,0.07939315
0.3959447,1.381178,0.19555688
2.2558417,3.5926127,2.1716359
2.3701763,3.743095,2.2242544
2.0232844,3.4204178,1.9994776
0.375553,0.21742725,0.8367202
0.41484988,0.2295804,0.91081834
0.40472293,0.2929232,0.8703296
0.427351,0.28448462,0.8204129
0.417055,0.27764022,0.78282714
1.1053658,1.3829116,1.290842
1.9414651,3.1114717,1.7780013
2.0154955,3.2695913,1.8895161
2.0744886,3.338879,1.9418714
2.0952053,3.4005966,1.9699914
2.1485226,3.394621,1.9892986
0.04497695,0.59216607,0.0966599
-0.0,0.4946741,-0.0
-0.0,0.50666904,-0.0
0.16688466,0.40761983,0.33315063
0.18560612,0.3820771,0.325495
0.2769611,0.37527335,0.39506102
0.34897292,0.2819203,0.643008
0.38413525,0.21464384,0.7595868
0.38109934,0.25551128,0.82044816
0.30432296,0.44519758,0.60002875
0.361156,0.95460147,0.5527246
0.34670782,1.1674824,0.3694098
0.31168866,1.1079762,0.3180771
0.31420922,1.361901,0.25728488
0.15111887,1.2072916,-0.0
0.114263535,1.1526648,-0.0
0.13279402,1.1665075,-0.0
0.19268191,1.2296441,0.1194129
2.0613024,3.4155874,2.0006745
2.4692855,3.7909691,2.3029487
0.383793,0.21410584,0.8631654
0.3902787,0.227512,0.8791723
0.41096175,0.3044324,0.8795364
0.4027766,0.30029857,0.8738961
0.5219232,0.1793015,1.0261989
0.51306987,0.15639293,1.0626819
0.51401305,0.14564061,1.084769
1.8609917,2.4637592,1.486748
1.5296979,2.027053,1.1099949
0.0053608418,0.5228877,0.09881663
0.10732472,0.4070623,0.26755047
0.094276905,0.41959834,0.32029366
0.31948578,0.29328334,0.7322688
0.18047976,0.41266143,0.5485709
0.28262663,0.47743523,0.5873821
0.31033373,0.5554645,0.6310184
0.3788389,1.1328518,0.3509953
0.366297,1.2209754,0.38707376
0.3290447,1.4039448,0.25441003
0.16656983,1.2633876,0.045449734
0.27632833,1.2709285,0.20061946
0.33501172,1.3196211,0.19901681
2.3272154,3.6685936,2.1983016
2.4783943,3.755381,2.312455
0.43486786,0.23557913,0.9142475
0.51842415,0.053439856,1.2523432
1.3638697,2.015936,1.1982994
1.7422926,2.6757953,1.6547041
2.016229,2.598943,1.6895862
1.28319,1.8017089,0.9509692
0.21603465,0.8972237,0.17633271
-0.0,0.59886444,-0.0
-0.0,0.5531362,-0.0
-0.0,0.53031826,-0.0
-0.0,0.5211066,-0.0
0.10096717,0.4504491,0.24047375
0.0806098,0.40348136,0.26595855
0.10302806,0.42249596,0.26327085
0.29208696,0.28029191,0.5352204
0.27379394,0.3796563,0.5871661
0.36472702,0.55131936,0.6048267
0.3525045,0.52390087,0.6241543
0.2979157,0.5027611,0.554878
0.3414023,0.7187506,0.59909415
0.3622893,1.4651971,0.27857327
0.18808424,1.1851113,0.03945732
2.2213047,3.4293854,2.0302165
2.3333688,3.4739966,2.08442
1.9534822,3.1466618,1.6692703
1.4947562,2.8039656,1.3757644
0.6700587,-0.0,1.4360137
0.5172503,0.10048616,1.100941
0.5157083,0.09246373,1.125958
0.5714778,0.07606757,1.2323475
0.75457,1.1574055,1.0077393
0.97555685,1.4577433,0.9560127
1.3108425,1.7800536,1.1226289
0.19048548,0.742814,0.14454484
-0.0,0.53743935,-0.0
-0.0,0.55527174,-0.0
-0.0,0.5381026,-0.0
0.01999569,0.47407115,0.13758516
0.0092897415,0.44251168,0.16016603
0.24053371,0.309453,0.57569146
0.35628116,0.8695092,0.5551741
0.25873435,0.5841924,0.49525166
0.29419756,0.6098281,0.4865458
0.30064344,0.6424926,0.5543747
0.3977728,0.84629005,0.5532346
0.48192346,1.3452485,0.43012667
0.43978846,1.3773197,0.44179034
0.45730388,1.4492831,0.3935027
0.4390632,1.4447074,0.31180048
0.99528,2.4324398,1.0575666
1.9375193,3.1297865,1.6889062
1.7123523,3.0235457,1.5555065
1.6728983,3.0121286,1.5132432
1.5920243,2.9330697,1.4736547
0.6829308,-0.0,1.488627
0.50656164,0.08180952,1.2579014
0.4555205,0.032525063,1.1691272
0.5874202,0.05178368,1.2542918
0.6050525,0.055482745,1.2542071
0.6172322,0.030329943,1.2568016
0.46918738,0.0060175657,1.3501453
0.025105,0.50597775,0.07405496
-0.0,0.461267,0.01608324
-0.0,0.5182556,-0.0
-0.0,0.47790408,-0.0
-0.0,0.5048071,0.024945736
-0.0,0.46844256,0.054391623
-0.0,0.44173586,0.043915987
0.31166768,0.483384,0.68041444
0.4763484,0.9839711,0.6077604
0.30296493,0.64954203,0.4644556
0.36136794,0.73879355,0.5633044
0.5104605,1.3314867,0.52521014
0.43498826,1.1783688,0.37989688
0.76519024,1.9976096,0.8575194
1.5369637,2.7171483,1.3418226
1.6051297,2.866547,1.391505
1.690088,2.9633775,1.4262044
1.7586949,3.0187101,1.4828207
1.6270077,2.9547372,1.4427099
0.742736,-0.0,1.4937811
0.7198752,-0.0,1.4698997
0.62966967,0.05340314,1.2971699
0.6228385,0.014563441,1.3049617
0.6189399,0.0049054623,1.3046834
0.63777304,0.044705033,1.3093216
0.59163356,0.009844065,1.3668182
0.5614022,0.078837514,1.280271
0.50789845,0.28408957,1.0627227
0.43149567,0.5520185,0.8050771
0.39435768,0.66192585,0.5399959
0.3064375,0.6809884,0.34592605
0.06693685,0.56921875,0.11163473
-0.0,0.52560425,0.0757215
-0.0,0.4665084,0.024969816
-0.0,0.46101356,-0.0
-0.0,0.44420362,0.012020111
0.0026445389,0.46314585,0.1399045
0.3505745,0.46843398,0.72493005
0.53447616,1.0370603,0.6666343
0.50920105,1.019656,0.65075827
0.4347874,0.86366963,0.52716637
0.31456923,0.76020646,0.35087252
0.41176605,1.1578777,0.42497492
0.2801273,0.85222656,0.34940553
0.629431,1.2406782,0.68561983
0.87920845,1.6788902,0.9036267
1.3029554,2.610734,1.301642
1.6984167,3.0478294,1.5214143
1.5881655,2.9221377,1.4088438
1.5488124,2.817482,1.2736678
1.6267774,2.9563198,1.3927686
1.6356347,2.9839478,1.442559
0.70570743,-0.0,1.4258795
0.71356475,-0.0,1.4422586
0.6185162,0.011094928,1.4405346
0.5807853,-0.0,1.3736472
0.5729786,-0.0,1.3153331
0.37970412,0.24426651,0.9206395
0.058771253,0.5898756,0.13921356
-0.0,0.56343865,0.008762836
-0.0,0.53020203,0.014337778
0.013190031,0.5002152,0.07145548
-0.0,0.44651353,0.11363506
-0.0,0.4381026,0.076140404
0.008234978,0.44394517,0.17549801
-0.0,0.40824056,0.16932893
-0.0,0.48498487,0.10056329
-0.0,0.43169177,0.0021715164
0.10884571,0.45364046,0.36838222
0.45356643,0.43128908,0.7274687
0.33920658,0.82933927,0.5116949
0.271847,0.77869684,0.43742228
0.39158082,0.6965144,0.5708196
0.43752742,0.7757795,0.6336143
0.39478683,0.9079692,0.5145955
0.19028962,0.7810986,0.22027016
0.28971565,0.71961,0.39367008
1.2971554,2.5420277,1.3577237
1.8029943,3.1798382,1.6304591
1.6406369,2.9629154,1.4890542
1.4698994,2.8677902,1.3229125
1.6435106,3.0073743,1.3670077
1.6377611,2.992979,1.4071343
0.7120663,0.022102594,1.448112
0.62279725,0.04630184,1.344316
0.6070696,-0.0,1.3183217
0.4730549,0.27487826,0.853807
0.081080794,0.4199196,0.17684245
-0.0,0.4938054,0.084879875
-0.0,0.5752853,0.032979727
0.047254562,0.49846745,0.15035939
0.060052633,0.48336494,0.18637419
-0.0,0.3968519,0.15556192
0.0364424,0.43017626,0.21466827
0.012583017,0.44275367,0.24554181
0.18746436,0.4192332,0.36009026
0.30012214,0.2556293,0.7842715
0.47027254,0.8046157,0.7264118
0.4876914,0.8841344,0.7200749
0.43959928,0.87483996,0.6383202
0.3062445,0.7511687,0.41921186
0.3852235,0.5652504,0.6810174
0.3572775,0.6145497,0.6360047
0.79881954,1.232608,0.95247483
1.4635255,2.7484279,1.4811015
1.7146623,3.0228286,1.523437
1.9449875,3.3487892,1.769896
1.7107964,3.1309242,1.5377567
0.6635637,-0.0,1.3812132
0.6859646,-0.0,1.4869096
0.6775274,-0.0,1.4217615
0.6310843,0.05297315,1.3371975
0.61039674,0.052350044,1.3076375
0.59529483,0.07649684,1.2440293
0.5559075,0.038228273,1.2120149
0.46853685,0.09917688,0.95281386
-0.0,0.49688756,-0.0
0.014920831,0.5666069,0.020261765
-0.0,0.5419109,0.04997325
0.06646371,0.5164511,0.18268752
0.05402851,0.49429834,0.19678736
0.087572336,0.49667096,0.20945096
0.048041463,0.4829471,0.18415332
0.051106215,0.41820872,0.19560194
0.09049451,0.4367144,0.26824498
0.1466204,0.42695522,0.33170748
0.20186913,0.3673874,0.56476355
0.36787426,0.54460764,0.7773886
0.48554313,0.70304716,0.72437525
0.4200349,0.616069,0.6823311
