0,1,2,3,4,5,6,7,8,9
6.4804792,4.570092,7.7039537,4.0878816,4.3428144,5.855689,4.8423896,5.164056,18.626091,3.4248407
4.6978326,3.0077338,5.5095162,4.879982,3.8869703,4.609069,5.424391,4.244996,16.266914,3.165719
5.7227125,1.7171628,5.2442665,1.2506478,4.0637093,3.3557212,7.8526273,4.5459914,12.683823,5.326892
4.088857,4.6644154,6.9209228,2.6595488,4.095972,4.9278803,6.592601,6.261859,12.421286,3.5194263
3.9556446,7.9934936,7.5569916,3.9133487,3.3947787,4.7328625,3.4881704,2.1213577,15.215387,3.3107445
7.0949645,1.6747127,5.3157086,2.3231463,4.46513,3.9058735,6.7582707,4.5721693,14.8987255,5.2506003
3.9215775,5.460931,4.4507346,2.6981254,4.4281354,2.6699839,3.4177969,0.23879227,15.545017,2.6347742
2.8033772,5.2335176,6.3879404,3.2571902,2.2680416,0.6034777,6.447076,3.446366,15.050289,4.570122
4.90435,6.6959105,6.8461084,4.7369957,2.515931,5.273346,2.6642177,3.561192,14.532391,2.7217155
4.555863,4.2803135,6.6313725,2.7564664,3.2080162,4.12027,6.7653227,4.170554,11.574341,5.643855
0.4355142,3.5324812,6.065313,3.5409033,2.59604,2.2618306,6.162261,4.14396,10.912054,3.7210817
5.4131627,3.2322946,7.7041483,4.6210966,3.9836836,6.281868,4.775901,4.7266254,14.767363,4.70825
2.201947,3.7791958,3.4664721,5.451311,2.6371362,2.8027225,5.7933416,1.2257267,13.7872925,3.6837096
3.5356972,3.2444248,5.5057898,1.5426447,0.7022947,4.166374,5.4416566,2.432979,14.177789,5.782632
4.571946,6.8959,7.2588224,3.5351691,3.8121195,3.815932,7.045913,3.0264874,18.648598,3.8322816
3.929676,3.6467323,6.321165,2.9511747,3.2926893,5.121197,6.238242,3.4356604,14.18739,3.8470507
4.617696,5.5592356,3.65064,3.6823373,4.8656282,3.028948,5.063343,1.9173133,17.276697,1.0125723
4.789482,3.7846785,4.830814,5.752593,3.4927218,4.2719064,4.3447294,2.9962268,17.134285,2.8436224
3.4282773,3.7278943,4.950638,2.3823433,4.223917,4.0112324,7.1562943,5.670004,11.733605,1.7266188
5.187525,5.990761,4.3141565,4.637,1.9251541,2.996509,4.718894,3.9392965,13.887714,1.2843189
1.2227507,3.2473958,4.2725945,5.2903657,4.0327907,0.49204716,5.3872185,2.1216362,13.062845,3.6824205
4.077091,4.0960226,6.63361,1.5989072,4.2607613,4.9649467,7.3697596,6.284902,12.758579,3.285841
3.8503807,3.9399214,6.3116426,2.6423206,2.594114,3.5346437,9.451715,8.41279,12.85816,2.8578687
3.97078,3.7760074,6.3983,3.3104115,2.6714067,4.7377396,7.487653,3.9391863,14.2203865,4.253371
5.1025853,6.961201,5.8595147,4.831332,2.152238,4.3817115,3.765006,3.4801016,14.796974,2.778421
3.6275716,2.2962956,4.0849085,2.3592877,0.005337,2.4306836,6.164375,2.0461671,13.562618,5.1118464
5.6712623,7.4885883,6.352686,5.2605834,2.238433,4.5638685,5.2917004,4.283764,15.366554,2.9829993
6.6135664,2.3429704,3.417678,3.263156,3.7125437,3.5218003,4.4882126,4.8352823,14.695368,1.6518403
2.0885043,3.0482087,4.175352,3.1156468,1.5427988,1.2349317,7.185382,2.989445,11.730268,4.211694
6.6863174,3.7864919,3.3612175,3.2612753,4.4912014,2.6492856,5.8226953,6.0466523,14.592047,0.044496775
2.5875318,5.5901847,6.6354938,5.6277065,2.4582248,3.2288837,5.26625,2.0575798,15.567789,5.1352005
7.0195355,4.321751,4.88805,1.6205384,4.5339365,2.2987409,5.7109385,5.10281,13.9638405,2.2052295
4.3055,5.116966,5.874161,2.4222746,3.1993418,3.8063633,7.305657,6.3774467,13.003527,2.3504367
6.9896774,3.346533,3.800799,1.2216837,3.5167146,3.0046575,6.389183,7.284163,12.251507,1.1716726
4.1860785,8.997511,5.41615,5.6197896,3.3651264,2.651387,5.25326,2.2534254,15.698282,1.7183123
2.7609954,3.65552,5.2273264,1.8670337,3.1076515,3.457505,7.5031996,6.2477927,11.063803,2.4744778
5.626985,6.0324063,7.6209164,2.1970391,4.380396,3.6978579,7.0787234,4.372,14.960512,5.2238603
4.3378963,5.0335426,7.291591,4.11027,3.9865854,3.3695817,4.09788,2.8923845,13.6029005,4.838085
4.473836,6.742729,8.715138,3.9290957,2.8519988,3.276958,3.9499784,3.4504235,13.407566,5.464344
2.8597493,3.161219,4.8899317,2.9307823,0.7351953,5.1817164,5.8613567,2.9554386,13.277224,4.93953
4.3300233,5.1029654,3.8834085,5.5350304,3.6203117,3.413084,3.5048275,1.0596671,16.631237,2.851099
5.5039325,5.1965084,6.8494864,4.4499636,1.4753537,4.881356,1.4174181,4.5579066,13.908973,3.1884966
3.9824426,4.493903,7.3623905,2.6556687,3.4734588,4.2076755,8.009307,7.6983814,13.760809,2.6568418
3.855017,4.7948456,7.974248,3.40791,3.6300716,3.854461,7.164442,5.5738883,12.645599,4.899595
5.9280176,3.540677,6.3128014,3.7036211,3.5215023,5.7220144,3.580064,3.3748722,17.083652,4.1286798
4.082997,4.0596623,5.994316,3.9747078,2.9852972,5.6776495,3.8151817,2.6712413,14.317185,4.279212
0.7125226,4.442176,5.69229,3.9481726,2.0620625,1.6469815,6.0011296,2.8516598,11.525059,4.8997164
2.2449098,3.0867658,4.6790833,4.5153832,1.6338729,1.6593214,6.0028205,2.782209,12.280764,4.8837833
6.5440474,5.1733794,4.5000224,2.2812548,4.9820466,2.645535,6.525314,6.1567736,15.208052,0.37563965
4.13575,3.682911,6.6723027,1.3837309,3.366349,4.1200542,8.091293,7.309247,12.564974,3.0010622
4.4429317,3.69381,5.2296524,3.9821255,2.4488306,1.9150407,4.7402134,3.4596014,12.600039,4.616802
4.8573585,7.676959,5.21725,4.998604,2.8188434,3.5705738,5.6574125,3.900128,14.918765,1.7322531
6.8420653,5.705365,6.4599633,2.5376945,4.2827296,2.67853,4.3250566,4.3892365,13.80536,3.777311
4.061103,6.074385,5.0946064,5.0737085,3.0797052,5.1766357,4.833714,2.5024283,13.974783,3.8859215
5.973234,2.3506653,4.0201383,2.0960913,4.098364,3.3823698,6.7327576,7.0333414,11.6891365,1.5842874
3.3662038,2.4464612,3.6945748,2.4686656,0.33832514,2.1048694,5.7456255,1.311832,12.824572,4.7887735
3.706841,8.418074,6.9119053,4.0285206,5.911667,4.7554784,4.487276,1.7079506,17.087656,2.0865905
5.40583,5.476155,4.009798,5.6033225,1.6098334,2.824101,3.803216,3.176304,13.868275,2.5355086
2.6224682,2.9282684,6.8308926,4.0198917,2.4920013,2.7492623,6.852452,4.9474854,13.172274,5.4747105
3.568589,2.4232035,0.76798445,2.9860384,1.4846673,3.1800864,6.4576035,2.5037918,12.385081,0.83322906
3.6702752,5.7729273,7.7264676,3.0910096,3.9698863,3.5014987,4.131681,2.9305687,12.249074,4.9370093
2.0041466,4.921641,6.8168297,4.0493097,2.0482206,2.0448344,7.39216,3.7343493,14.692688,5.140041
7.2990046,5.3219376,6.60705,2.9654913,4.3302855,3.931984,4.6301265,5.4658213,14.4949875,3.3268127
3.4953327,1.0240037,3.2528925,2.3573904,3.9202254,1.28028,5.821086,0.22147584,15.143744,5.5093145
6.2616205,6.236512,8.634497,1.605735,2.9913836,5.7248363,5.5197287,4.6566443,14.794181,6.771986
3.1669555,5.870735,7.6085205,3.4411738,4.3067093,3.5530875,3.9129894,1.8985736,12.945251,5.423908
3.0479462,3.7540798,4.901108,1.1228845,0.66647196,2.3284535,5.498496,0.91101944,13.610237,5.124527
5.5757732,6.8419123,9.154947,2.8246777,3.4583187,5.7034698,1.5497857,2.9100413,15.932996,5.5325217
3.664032,2.2826138,5.170115,0.7195738,1.2816418,4.3500934,4.6222496,2.7312827,12.207968,5.050129
6.4808807,0.4943709,6.9341145,1.2545303,2.4949384,5.7550406,4.3303432,3.4926329,13.22164,8.189236
5.670795,0.0,6.2351036,1.9030285,2.5843148,5.974262,5.183011,4.479023,11.778318,6.9447055
4.6659956,2.0840466,5.4605846,1.9978167,1.1279775,2.7536876,3.911497,2.0586152,12.491744,6.742055
4.7695694,6.496772,4.468704,5.3174677,2.0325904,3.6927629,3.1826427,2.9532957,13.9885435,1.4630218
4.9953175,4.9531717,6.815151,2.6124554,4.4538226,4.382635,7.545624,6.7474866,14.741814,2.4896512
5.1206603,4.912659,7.906826,3.5981495,3.6182058,6.1459427,4.7145267,4.1069765,16.534199,4.2550125
5.9432683,3.8012037,6.432908,3.0632472,4.1250067,5.064989,5.552975,3.3084311,18.2272,4.7775307
3.0573952,8.6215,5.190383,4.1255083,4.1729116,3.569747,4.5313444,2.8045154,12.819492,2.2418294
6.7769547,5.0217476,4.743903,1.8923061,4.866861,3.2979865,6.3225913,6.5521502,15.49765,0.3386136
4.777647,4.5095835,6.7782707,1.1253626,2.329554,4.1215234,5.2017984,2.3941178,16.128149,5.877308
1.8092256,5.4730864,8.668373,3.716432,3.0489066,2.9530723,6.5871253,3.3314757,15.5048065,5.9638557
3.6927598,5.304817,7.565323,3.0078154,3.8121805,4.4606853,7.3138947,3.536695,16.042099,4.4488344
1.7756894,4.598619,3.6590595,3.5654256,1.1762657,1.19511,7.222617,1.388701,12.743647,3.6311197
2.5853841,4.0562882,4.893837,5.97906,2.4418218,2.9451363,7.1867156,3.9626002,13.249687,3.7548194
1.3480731,3.69313,5.3746343,0.7807356,2.5000484,1.8324951,6.58193,2.1016278,12.478974,4.517804
5.2593126,4.519453,7.200891,1.9332078,3.4520013,5.3865433,6.9735174,7.472522,12.512247,3.1807487
4.252727,1.1210667,5.69611,2.1447809,2.3231215,6.215394,5.485686,4.437199,12.151724,5.5387564
2.0395362,4.726784,7.038157,2.3117807,3.0466247,3.1856897,5.838385,3.3703575,12.358431,4.1310887
2.781591,2.3713312,7.639223,1.9251406,3.8002634,2.157788,5.47717,2.2235117,13.571501,6.5397024
4.8271456,4.3085365,5.923115,2.85702,1.4086862,3.6019964,5.214985,3.3972802,14.675855,4.9329166
2.1162982,3.7619953,6.034767,3.3398345,2.335648,2.089719,7.2404113,3.195424,14.511108,5.4687214
3.9728112,3.3765335,4.258811,3.984122,0.43467748,4.4007754,5.497031,3.022318,13.04491,5.021087
3.6778529,3.1787982,6.8459306,2.7617624,2.6292746,4.3303285,5.46929,3.930675,12.061254,4.973298
4.16476,6.6003523,5.291598,3.8222933,5.743267,2.4717133,4.801338,0.90260863,17.950272,1.9899894
6.4873734,3.5482438,6.1365204,4.681416,3.6080818,6.2158403,4.24625,4.779243,17.456974,3.1257849
1.3160052,5.861637,7.001366,4.1763186,4.0920663,3.1754124,7.219427,3.8063207,14.287493,3.303144
5.5352707,0.2989292,4.412692,1.6710818,3.7759628,3.1788845,5.5920057,2.408686,13.949394,5.7157717
3.0283933,2.1194088,4.236979,1.553891,1.1619017,2.6564312,4.4892445,0.6718309,11.397273,5.8687897
4.3183603,4.0295916,6.14152,2.5993981,3.1563118,4.0101175,8.090776,7.4870763,11.746206,3.0538
6.6896777,3.5140228,3.2927809,2.3111336,3.5383964,3.3519788,3.8612075,4.1179924,14.034174,1.5171008
3.9711053,3.5330868,3.9711666,5.122015,3.917853,4.444785,5.2591286,3.511693,14.367985,2.309732
5.401789,6.0911016,8.399588,2.6432166,3.7011695,4.5757713,6.1438727,4.1004887,14.027614,6.677118
6.6798186,4.754349,4.677305,2.397239,3.8078728,3.2379808,5.611023,5.9034805,13.713081,1.1730304
7.688102,4.776408,6.265549,2.9266326,3.4440176,3.972347,4.3415003,6.9911947,15.239189,1.7267177
4.1529164,6.6773977,4.275653,5.4962587,1.2472712,2.8911328,4.3503437,2.7813497,13.162535,2.0821517
5.0828004,1.2436125,4.3854666,2.4334252,4.569916,2.2820868,5.6419506,3.5921602,13.46467,4.2612486
5.5420737,6.0975747,5.7415485,4.6946764,2.01832,4.3036666,5.3868265,3.5930486,15.143148,3.7375877
4.8929815,1.6976391,4.1290812,2.3386562,4.1019893,2.1562176,5.734111,3.557447,11.950274,4.232575
5.928461,0.8811983,3.9110835,1.0800905,4.3816857,3.209124,6.5491486,3.045835,13.925932,4.9015293
5.132596,3.021908,2.8795233,3.4292195,3.3423047,5.113486,3.4920266,1.5413766,15.376314,2.6749022
4.5370445,6.7831755,6.0586214,4.39783,3.114107,5.369261,2.5095487,2.2989044,14.482447,2.4085588
4.114847,5.7655277,8.40828,3.237462,3.8273044,4.1857014,4.8962574,3.641052,13.057587,5.535342
5.9095755,0.8786041,4.0925245,0.47873843,3.332057,2.6218665,7.362504,4.1649942,11.821842,5.409797
2.6731148,3.2839622,4.4374523,5.9876266,1.0103412,0.7953279,4.5059786,2.2361593,12.11138,4.431446
4.244284,3.332415,6.707005,3.321548,2.7981114,4.670431,7.2063785,4.2133517,14.123941,4.64303
1.4831936,3.2374992,3.5748556,5.3564386,1.4011428,1.4477856,6.3110323,1.9367161,11.847334,4.1359067
5.2876163,5.3882976,6.0137978,4.539685,2.137983,4.3362913,1.3311884,3.3508544,13.612392,2.8131847
3.9717922,0.39971596,4.103255,2.426167,2.8636818,1.5461981,4.593754,0.0,12.778063,7.034509
5.0297594,3.0282836,5.351243,4.0100574,4.1116204,5.3189654,3.625402,3.654726,14.427118,3.348122
3.3824306,6.8872337,7.754591,3.846158,4.945846,5.4514484,5.2551155,2.7789254,15.037413,4.1224627
2.5399995,4.2363896,5.7106805,4.89182,2.781651,2.634055,5.847727,2.084021,13.681276,5.325926
6.994188,4.679027,5.1826816,2.1065345,3.950175,3.3927293,4.890995,5.9453835,13.533623,2.0284145
4.13073,6.185667,6.870373,4.5733843,2.7098155,6.063156,2.3315382,2.6780639,14.01182,2.8513513
3.6093812,5.458226,7.0983343,3.420607,4.125293,4.791424,6.9215574,3.6800327,15.857819,3.597787
5.6780133,5.395911,7.7022247,1.2576594,3.053052,4.6533117,5.231452,3.837842,12.775263,6.5195947
4.9116545,4.204392,7.550435,2.9107819,4.3826575,4.4958124,7.634315,7.107622,15.020176,3.369637
6.299863,1.6530335,6.6270733,2.6915965,4.109411,3.251473,7.224903,5.741888,13.747511,5.5791993
3.6847281,4.3343077,6.5612717,1.8594365,3.645407,4.680075,7.989765,7.2329016,12.187273,3.3572242
6.3471503,1.0285625,4.991774,1.1163862,2.9756951,3.9066777,6.589775,5.4801044,11.018982,5.2330847
2.8608477,4.776618,4.270708,6.923339,0.7241943,2.6513572,6.7461014,2.6461358,13.968731,3.8662388
5.229394,6.3469143,5.0410175,5.7809877,2.4374814,4.622981,5.9257383,4.742445,15.270823,1.4388008
6.065378,0.7363284,4.3761044,0.72930074,3.5897079,2.8081622,8.310703,4.486424,13.094768,5.481382
4.310576,6.0199223,9.1264,2.71072,4.0902915,2.9266262,7.4678044,4.865437,14.872072,6.144912
6.208404,1.4036131,5.097971,1.0547098,2.9423285,3.2694206,6.9157104,5.2342434,11.482979,5.155455
4.6767488,1.829577,5.6838083,2.0328724,0.81644785,4.7999883,4.4481688,3.7591558,13.571791,5.909193
2.6693366,2.8111854,4.9096823,0.09543216,1.8930405,2.845938,3.9408638,0.1439304,12.071993,5.6903563
4.407809,2.2283254,6.0702453,0.8402179,1.420215,4.907075,5.0069475,3.1853962,14.139437,5.667858
2.8709128,4.454125,4.920657,5.499626,2.3395605,2.8773978,6.1358047,2.0833488,14.593691,4.5016613
4.029833,4.4004855,5.872579,2.4898763,3.697062,4.462338,6.7479215,5.6391845,11.45882,2.8250947
7.327879,4.3481665,5.87827,4.298994,2.3118224,4.777882,2.2192528,5.450387,14.804468,2.296754
7.137927,1.6208036,5.3728414,0.77464294,2.5744972,3.6441617,6.545655,5.8447094,11.840088,5.522689
3.52128,4.9370437,8.114903,3.3693633,3.3883076,3.3285327,6.535981,5.160696,12.176276,4.959413
6.4846992,4.048722,7.203758,1.5180506,4.5489683,5.344033,7.5131397,5.3842983,15.015296,4.9985485
7.0476036,4.2069635,5.0381174,2.071648,4.0275965,3.7982779,6.5310082,7.8148556,14.440793,0.7012694
2.5605164,5.24422,3.4950516,2.3925164,5.128043,1.7098502,5.4897594,1.1152022,13.445976,0.6819293
4.110102,5.983909,7.266083,2.245369,3.4953895,4.9141397,6.6838403,7.0546427,11.781963,3.8702927
7.237186,1.6742442,4.8181925,0.8246448,3.954351,3.9816391,6.9907064,3.9126754,14.820517,5.5831046
3.356378,3.757183,6.597771,3.4622693,4.6910715,5.2009435,6.655903,6.9068356,13.831743,1.8104167
7.4716854,2.1141996,6.382038,1.1967812,3.9340842,4.2205496,6.2752013,5.033642,14.115323,5.7418394
5.147887,8.084017,6.901734,3.2433934,6.01785,1.8976612,5.2583065,3.8636596,16.132107,1.7301021
4.1844454,4.8930473,6.3221464,2.7434552,2.7723517,4.022317,7.7023315,6.4999304,12.580698,2.4678118
2.1030982,7.3205647,6.088559,3.0583198,6.0328803,2.3874598,4.936316,1.3084284,14.417034,1.7962732
2.9595752,4.520616,5.452566,1.3084757,2.7691302,3.1254587,5.6620355,2.100391,13.089539,3.890364
4.409637,5.325969,7.091732,3.4532309,3.6885498,6.7632337,4.8769813,3.437386,13.201208,4.708994
2.8140895,5.975457,4.111981,3.43256,5.691217,1.1867752,5.3073726,1.366515,15.695056,0.35315615
5.233363,1.8005493,4.4421997,3.6228478,0.27090478,2.9115047,4.8141265,3.402446,13.11529,5.707226
2.1607766,6.9610677,4.0960245,5.5280485,2.1870992,3.0080204,5.666324,1.3077948,13.481457,2.734535
4.700219,2.3617756,2.7917182,2.960722,2.797216,3.1255064,1.2115589,0.08804381,11.880299,4.2918396
2.3130481,8.084396,6.068734,3.744452,6.2463346,2.4054163,5.216716,1.8080424,16.262604,0.6984441
4.882602,4.163833,6.156682,3.8503745,4.613415,4.130864,7.7883425,6.9407864,14.782282,2.357596
