0,1,2,3,4,5,6,7
5.451317,5.659058,7.893402,7.537015,5.513042,8.072232,6.408078,2.659207
4.6975574,2.7989497,7.0166965,5.489853,7.144552,5.8128643,10.259093,2.8783581
4.615999,4.8410525,8.020636,4.9806843,6.1924114,3.9922273,6.1123347,5.8554716
4.7384615,4.8699403,5.3411326,6.9443784,5.4076724,4.174123,4.536799,3.072281
4.735619,3.9257612,7.2241473,3.5736191,4.5949416,5.66645,9.68477,7.757437
7.7019773,3.674582,6.8773336,4.886657,6.310507,5.2590656,4.60709,3.0365622
7.6977572,3.6671,6.8574033,4.904324,6.331947,5.2617307,4.5976176,3.0248382
2.034131,4.79701,8.0701065,6.3314643,5.203041,3.8775833,5.85768,2.8342855
4.7155204,4.840172,5.328358,6.951619,5.407163,4.150601,4.5282464,3.0471883
2.0506167,4.7946978,8.080587,6.387231,5.1081243,3.9026437,5.896684,2.8568096
4.440934,5.2483034,5.9063907,6.509161,7.144056,4.480696,5.1757526,5.818998
7.6883,3.7139504,6.881484,4.9076195,6.3125987,5.286358,4.6113176,3.0634546
7.5119247,3.8957195,4.3211155,4.589817,4.5930686,5.296783,10.365118,1.6918257
7.9669456,3.144219,3.2726448,4.8504186,6.5678434,5.5661736,6.6967006,5.32613
4.7989297,4.8037424,5.3571177,6.961607,5.4220543,4.1660466,4.5166783,3.057539
4.7612395,5.024043,5.23864,6.7998204,5.255017,4.1503086,4.5003886,3.1111927
4.722782,4.867706,5.136187,6.8435225,5.44484,4.168842,4.536237,3.088816
5.1908965,5.139714,5.7988234,6.394979,4.0743256,4.885183,6.31792,5.7139535
5.2634926,5.019742,5.788024,6.3125257,4.025606,4.872788,6.3414793,5.739381
4.7190776,4.7564273,5.379615,6.9101324,5.411492,4.102202,4.5408096,3.0435967
4.434261,3.8616843,4.657155,5.7268157,6.1554556,5.3602643,7.258765,5.1653996
5.2017636,5.0758944,5.775567,6.369192,4.0787535,4.825963,6.284939,5.717468
6.706568,4.0159674,5.0212784,5.057459,8.953826,7.6381106,7.0272937,6.327745
6.336452,6.0922937,6.960879,6.588849,5.549042,5.273532,6.32481,2.8236074
5.2282248,5.084535,5.8264494,6.37896,4.048144,4.8424706,6.3013253,5.757864
6.7428083,3.9440422,5.032746,5.036701,9.008451,7.639884,7.048216,6.2965536
6.20178,3.0483985,6.094325,4.9467645,4.533742,5.4204297,9.285716,5.359851
5.1003213,4.8298388,5.703544,6.207652,4.075165,4.8803473,6.3400836,5.7274985
7.5041447,3.8494487,4.302145,4.653468,4.507849,5.2563906,10.257425,1.6530597
7.776298,3.1021118,3.2737124,4.901182,6.6128354,5.5865088,6.58492,5.356058
6.3578486,6.1469707,6.976939,6.6007037,5.518089,5.281622,6.309046,2.8314216
3.4849043,6.0514464,7.6105337,6.8481874,5.3078704,4.119028,6.207465,4.554894
5.9381933,3.1943598,6.0734935,4.87406,4.8638988,5.449055,9.207912,5.350848
3.53108,6.216456,7.7503624,6.916567,5.1490483,4.0213656,6.1683393,4.4237895
6.268323,5.9516606,6.861021,6.5387807,5.6178565,5.2437677,6.44825,2.8764951
4.713502,4.833949,5.329464,6.946808,5.444497,4.1364884,4.5413537,3.0748777
4.621414,4.849301,8.009462,5.0045547,6.198155,3.979352,6.1080685,5.866593
5.268057,5.7484813,8.04345,7.380142,5.437281,8.057894,6.3852525,2.6195898
4.7703657,4.789283,5.3088846,6.9514227,5.400435,4.1527376,4.5422916,3.0435424
7.504473,3.8361752,4.3036966,4.6541824,4.517735,5.22431,10.303402,1.671887
4.6999145,4.0583205,7.305675,3.4825025,4.597688,5.612295,9.705481,7.781432
5.268085,5.0015674,5.777499,6.3758326,4.0885015,4.873198,6.353275,5.739564
4.912652,3.8999045,7.178696,3.718862,4.5324993,5.542302,9.630202,7.7251167
4.6220193,4.8481493,8.002463,5.0103035,6.234433,4.0190196,6.109482,5.8423696
7.6691184,3.6997786,6.862911,4.91051,6.3419023,5.273403,4.606718,3.0426972
4.7291465,2.6979392,7.0080347,5.4576793,7.1236815,5.7930984,10.263929,2.8426015
4.3400083,5.197582,5.8478737,6.4419813,7.102074,4.4893503,5.187207,5.781583
6.661669,4.032769,5.0339727,5.053213,8.932532,7.6852293,7.0532484,6.3595486
4.5187616,3.9408538,4.7944584,5.69814,6.001516,5.44254,7.339069,5.246
7.732501,3.2397954,3.6112988,4.7455406,6.447589,5.6281247,6.4888334,5.3424582
6.3510365,6.139594,6.9666905,6.6091084,5.500285,5.302058,6.3215203,2.8004472
4.628025,4.825885,7.9627137,5.008935,6.234656,3.9800324,6.1039367,5.852406
2.0539544,4.7494674,8.056667,6.365693,5.110858,3.883025,5.825406,2.8477948
4.420715,3.8705485,4.7219925,5.670458,6.067481,5.4110117,7.3263125,5.2477813
1.9666878,4.7722025,8.084293,6.4034176,5.0569334,3.901259,5.880037,2.8480682
6.1511345,3.2011578,6.179637,4.97731,4.793973,5.4027534,9.2462225,5.452237
7.8256173,3.1000347,3.346,4.9076896,6.667902,5.5361037,6.8455663,5.3415885
4.720513,2.7319353,6.9873657,5.4597516,7.1469502,5.8318973,10.293889,2.8700025
7.868038,3.1752043,3.2849312,4.7985373,6.5229115,5.530357,6.6277504,5.342926
4.721485,3.924383,7.2125034,3.5464642,4.5731907,5.6745415,9.656333,7.7217593
7.866112,3.140133,3.3414943,4.8163075,6.522993,5.5657196,6.5931954,5.346849
5.381905,5.754621,7.9375567,7.418221,5.4770966,8.113541,6.342759,2.554524
5.249974,5.0642095,5.8374667,6.354932,4.0529385,4.837502,6.3149705,5.7415223
3.467748,6.0820184,7.511734,6.8895016,5.1492596,4.038595,6.177275,4.4806995
4.4758286,3.8508086,4.6935515,5.6608644,6.0578985,5.4485536,7.385492,5.2150927
2.0420816,4.76512,8.12538,6.406503,5.0982013,3.9048607,5.8561196,2.9053779
4.630678,4.859321,8.016079,5.0093894,6.185134,3.9879959,6.111953,5.852134
6.6556454,4.019109,5.08104,4.998079,8.894791,7.659773,6.9998026,6.3342786
6.373651,6.124545,6.9462404,6.6271753,5.5237083,5.2425117,6.3055673,2.8068788
3.4752457,6.0395317,7.614333,6.864663,5.29088,4.0846357,6.2263417,4.4738564
4.5772824,4.694315,8.002735,4.989158,6.2196345,4.023934,6.1465793,5.87869
4.730161,3.9858532,7.2697453,3.556126,4.6472034,5.56886,9.6567745,7.7294955
7.694055,3.698856,6.860782,4.8588886,6.267975,5.270773,4.6172376,3.061092
6.7166924,4.000437,4.907518,4.664783,8.739872,7.501279,6.822306,6.3537393
4.710881,4.8315063,5.3093576,6.946262,5.4610662,4.1452017,4.5286307,3.0878546
3.537225,6.0622587,7.6099224,6.892783,5.200817,4.0161824,6.2299323,4.517558
5.2720747,5.1038103,5.8540916,6.3513865,4.009794,4.8763194,6.3214197,5.7466755
6.374517,6.117105,6.9601107,6.6174207,5.5410976,5.2698574,6.3261814,2.8258986
5.315112,5.6528487,7.974196,7.5191603,5.372016,8.132899,6.500414,2.6695688
4.7399383,3.8620613,4.7104135,5.7976885,6.052128,5.3803988,7.3133793,5.260367
5.351159,5.6806383,7.9296427,7.5814524,5.5241737,8.027856,6.4444714,2.7091968
4.956093,4.725952,5.2973394,7.0954576,5.6840787,4.031606,4.564258,3.0871968
4.61205,4.8764014,7.959997,4.955064,6.172362,3.9944782,6.143932,5.8089733
4.7659063,2.7215438,7.0286446,5.458292,7.0726385,5.767248,10.230958,2.8629742
7.493748,3.843011,4.297193,4.626335,4.508382,5.278094,10.242737,1.6487383
5.012363,4.927759,5.81059,6.2907367,4.156136,4.9109306,6.3473954,5.711764
2.0574133,4.7852864,8.065974,6.31095,5.089121,3.9246593,5.8764977,2.827017
2.0621436,4.779584,8.075437,6.3811502,5.1551514,3.9124956,5.8238373,2.8856266
4.3642454,3.9167914,4.751331,5.700699,6.0859804,5.3971057,7.2939997,5.2219176
5.3840585,5.6808524,8.004942,7.4397335,5.4813004,8.073351,6.381518,2.5988317
4.685504,4.840146,5.4363146,6.9360504,5.4418836,4.1190352,4.578925,3.1129591
4.7367625,3.9326682,7.214857,3.5913033,4.627506,5.68444,9.688019,7.7228413
4.7846437,3.9935887,7.341013,3.5681322,4.5252275,5.848469,9.616216,7.6627746
7.683081,3.6750195,6.8738046,4.903513,6.3130474,5.290864,4.608811,3.0322165
6.396686,6.121973,6.9534264,6.6162887,5.5130415,5.250718,6.303851,2.8152792
4.67883,2.6871638,6.9732556,5.464443,7.086891,5.652152,10.219346,2.7783716
4.678995,4.819802,5.3325653,6.904097,5.439985,4.1610746,4.5319104,2.9805524
4.5451117,3.8869798,4.7372556,5.646745,5.8922925,5.5050864,7.3300934,5.2615976
7.5520926,3.8425515,4.283441,4.6179934,4.539839,5.2580533,10.265291,1.6516913
6.1331606,3.2404375,6.1309023,4.930817,4.752597,5.358926,9.212042,5.464927
6.1890907,3.1709673,6.0878863,4.979852,4.7716794,5.372227,9.237954,5.4562397
7.6706448,3.69186,6.8483286,4.9173026,6.330225,5.282859,4.611947,3.0393696
7.5256467,3.8390741,4.299208,4.661492,4.5112715,5.231118,10.220972,1.6694179
4.7214437,2.6997766,7.0019493,5.454164,7.135938,5.79895,10.277123,2.8793771
2.0264618,4.781792,8.095173,6.3883996,5.111331,3.8912668,5.8969526,2.8616056
5.264402,5.032096,5.778966,6.382859,4.0898337,4.789569,6.377435,5.845941
5.3929963,5.704864,8.023214,7.394446,5.4698954,8.048563,6.411825,2.641513
4.715931,4.842708,5.3276772,6.944869,5.4388065,4.1592455,4.5425553,3.0713594
4.5179625,5.383398,6.2336807,6.7724767,7.2721834,4.795342,5.3856926,6.089955
2.003876,4.812463,8.107593,6.3606176,5.121258,3.8971803,5.887704,2.8582063
6.326787,6.1527944,6.9306912,6.62772,5.520872,5.258416,6.318071,2.808914
4.4135528,3.8680618,4.706546,5.7137737,6.1114526,5.3928847,7.298809,5.208994
5.388614,5.6981645,7.968847,7.394274,5.47346,8.069857,6.3781056,2.617182
3.462327,6.122549,7.6255302,6.8917236,5.258147,4.0739884,6.233682,4.524415
4.67738,3.9795775,7.26533,3.5808337,4.650278,5.68191,9.75715,7.820043
4.6352606,4.8532357,8.010295,5.001517,6.194614,3.9935539,6.1151547,5.856715
4.770278,2.7504034,7.08863,5.4395947,7.1202703,5.77531,10.307387,2.8353996
6.3829417,6.1013837,6.9564176,6.61331,5.513071,5.2509894,6.332756,2.8155181
4.4313498,5.2055817,5.899731,6.488734,7.1266065,4.4699097,5.169606,5.849718
7.8776093,3.1481235,3.2866929,4.8300185,6.5211763,5.5791473,6.6371217,5.318364
3.4851644,6.1031556,7.634379,6.894653,5.3140316,4.089293,6.221135,4.5484447
3.429819,6.088114,7.668998,6.845892,5.2061434,4.145695,6.2169456,4.52793
6.7867837,4.101066,4.9729795,5.0277777,8.769839,7.5601306,7.038349,6.2259555
7.1341047,3.8507214,4.4341426,4.5935097,4.8034844,5.1200366,9.942079,1.6631299
4.4558187,5.232035,5.9238663,6.5134964,7.113447,4.4893403,5.17718,5.831692
7.744291,3.6663532,6.9777455,4.879246,6.1974287,5.2770205,4.6165786,3.0119238
4.674452,4.737039,7.9802866,5.043171,6.1949058,4.0750484,6.2907763,5.8555074
5.21413,5.0790925,5.8286934,6.374406,4.0718255,4.8553996,6.322339,5.7586436
4.784147,4.735822,5.1556315,6.8359356,5.355659,4.2451386,4.721953,3.0819066
6.3491616,6.1207914,6.967472,6.6094737,5.537419,5.26487,6.311145,2.820996
4.421546,5.250999,5.9338226,6.476186,7.123479,4.462974,5.2091885,5.844732
4.738176,4.8132124,5.2800093,6.932251,5.398845,4.147104,4.5113897,3.0645103
6.288351,6.1558275,6.931975,6.619996,5.5439267,5.211448,6.2892575,2.7989492
3.476945,6.1405334,7.637578,6.900255,5.226468,4.058266,6.2080145,4.4938316
6.627529,3.984543,4.975082,5.0207787,8.929105,7.7229476,7.1061783,6.3284817
4.4609923,5.2519555,5.941998,6.5314546,7.1429143,4.4684,5.185371,5.8275228
4.4722285,5.271111,5.9222026,6.525967,7.1294613,4.496511,5.187632,5.8387527
4.630206,4.8523097,8.011408,5.0096955,6.1913967,3.9929254,6.1151547,5.856715
5.241518,5.723894,7.6965914,7.5879965,5.4744945,7.99959,6.3744535,2.5289118
4.406062,3.8830554,4.733999,5.697742,6.0878234,5.400437,7.298382,5.205244
7.8572826,3.130605,3.242809,4.859372,6.580865,5.5591884,6.625755,5.3588433
4.64286,4.8609066,8.032972,5.011254,6.23551,3.9940026,6.1599383,5.8787684
4.482031,5.368668,5.939819,6.6315045,7.10395,4.4987617,5.207546,5.9075727
4.635121,4.834332,8.002811,4.978597,6.158079,3.9833043,6.101253,5.8415036
3.2855592,6.150712,7.642281,6.7769375,5.367304,4.1105676,6.031482,4.453093
7.8099837,3.1332057,3.3984723,4.7968445,6.551971,5.5379333,6.6729393,5.3680468
6.5030913,4.0248985,5.1212173,5.0854177,8.879084,7.707825,7.074805,6.3311615
7.4913945,3.8482528,4.332054,4.622179,4.4675446,5.261315,10.23059,1.6726838
4.7690187,2.6117728,6.838214,5.379175,6.721695,5.571383,10.249716,2.9538794
7.906883,3.1652346,3.282369,4.799454,6.636414,5.570714,6.606344,5.313497
7.498807,3.848493,4.317588,4.635133,4.509735,5.267376,10.250728,1.6677419
4.709525,4.8341174,5.308324,6.9245234,5.4211936,4.1397305,4.523779,3.100345
7.529388,3.8431444,4.332509,4.657036,4.4615183,5.2630553,10.262467,1.6450313
5.247009,5.0658607,5.8303328,6.336846,4.045111,4.8594394,6.323561,5.7270474
4.6050982,4.8478193,8.049266,4.950754,6.1507072,3.9462202,6.049655,5.847473
5.509145,5.7390924,8.293514,7.2703476,5.130745,7.907071,6.409413,2.5163732
5.170177,5.062988,5.8014803,6.3624654,4.052687,4.872236,6.334245,5.7362337
5.440242,5.7226987,7.975239,7.381469,5.5376945,8.074068,6.412328,2.6008513
4.685504,4.788798,5.316349,6.85098,5.4250355,4.190474,4.64459,3.0524886
4.5132623,3.9032123,4.6940875,5.7512813,6.1453567,5.3771358,7.434368,5.1897454
6.608426,4.018671,4.967956,5.0313616,9.040672,7.573429,6.9759493,6.374123
4.614722,4.8535657,8.007841,5.005355,6.2058573,3.9995477,6.127021,5.8598166
6.30839,3.2033985,6.172272,4.989654,4.5919137,5.306354,9.235998,5.4118385
2.031144,4.7905216,8.108804,6.4029803,5.1163573,3.896435,5.8948226,2.8590474
6.1485567,3.1943693,6.1615806,4.9559073,4.8284917,5.38896,9.208396,5.429624
4.4690614,5.2429023,6.023307,6.539749,7.1342773,4.476881,5.165484,5.823134
6.2301955,6.1130805,6.8846345,6.5467267,5.3668256,5.223131,6.274317,2.8986988
4.731001,3.923991,7.221215,3.5882,4.628456,5.690078,9.682207,7.7666407
6.3513055,6.10951,6.948327,6.601019,5.5431213,5.244942,6.285601,2.8051636
5.341165,5.1675673,5.8173537,6.442598,3.9963307,4.8759007,6.3378944,5.7619696
4.343092,3.9033318,4.806404,5.635004,6.047271,5.4786806,7.295092,5.2355747
4.631289,4.8698773,8.016915,4.9826474,6.1993494,3.9908283,6.122207,5.858929
4.660128,4.8424788,5.374424,6.977903,5.4247575,4.1216774,4.5378637,3.074214
8.090882,3.2256978,3.2621582,4.887218,6.61417,5.6440835,6.511294,5.46435
2.0951438,4.796058,8.103914,6.4077644,5.08551,3.9123383,5.954693,2.8140433
6.3571997,6.1265717,6.9666758,6.607603,5.513867,5.2570243,6.3122053,2.8145237
7.5678387,3.8574271,4.2741823,4.657192,4.532472,5.274986,10.297313,1.6341602
4.5572157,3.935195,7.2048516,3.5906446,4.844403,5.7008905,9.924174,8.173551
7.513184,3.8701081,4.313836,4.616553,4.5366826,5.2772903,10.269794,1.6596047
3.4846647,6.118573,7.6498775,6.886639,5.210611,4.0635405,6.241909,4.532433
4.730574,3.9300706,7.242493,3.5711336,4.587481,5.6838813,9.661736,7.7322216
6.1221914,3.2516823,6.16596,4.90101,4.8932743,5.394111,9.123565,5.376141
5.881346,3.2076404,5.8463535,4.9275703,4.9458485,5.491921,9.201615,5.3513055
4.477422,5.2249866,5.8974032,6.5058646,7.124954,4.470199,5.1839476,5.845496
6.1691537,3.2452886,6.129481,5.0363994,4.878216,5.503169,9.205177,5.441513
6.6551723,4.0406766,5.0381627,5.0357513,8.965963,7.708078,7.036506,6.365506
7.975891,3.7903395,6.9098535,4.8781886,6.109755,5.2763853,4.6884656,3.146015
6.6033134,4.0832686,5.013009,5.0918965,9.04537,7.749238,7.1093664,6.416322
4.7076964,2.791609,7.078082,5.525575,7.162453,5.819393,10.2291,2.9195764
4.364461,5.108601,5.88202,6.4358473,7.248618,4.6686177,5.0900044,5.390375
4.5078597,5.311403,5.968911,6.4777036,7.0828133,4.428088,5.1258454,5.7147355
7.702685,3.7157192,6.831194,4.9692464,6.329689,5.2502723,4.6416855,3.080995
6.6990213,4.003703,4.9965014,5.072452,8.948439,7.7460713,7.1286874,6.243105
4.789618,3.8380182,7.155968,3.6194227,4.6707363,5.695255,9.633729,7.684086
7.510038,3.85307,4.314558,4.6330576,4.5366125,5.251953,10.259587,1.6527786
4.730482,4.7808924,5.3850956,6.996002,5.419181,4.161435,4.5216312,3.064791
3.4442534,6.108143,7.6453843,6.8873405,5.287423,4.0953107,6.217977,4.5184255
4.747017,3.918304,7.2361593,3.5796626,4.6098056,5.7201514,9.68789,7.756906
5.385047,5.6569233,7.926842,7.460303,5.4684854,8.094786,6.385811,2.6052778
6.471458,6.3818254,7.0468535,6.822416,5.469881,5.178742,6.15768,2.7304475
4.475374,5.240183,5.993918,6.549195,7.1482663,4.503215,5.189478,5.8260436
5.14939,5.076525,5.815792,6.376822,4.0487113,4.8527117,6.320141,5.749929
4.461779,3.9078386,4.8736796,5.7636433,6.259088,5.3851695,7.4155445,5.4490795
7.868091,3.1493907,3.281095,4.808405,6.5744386,5.569356,6.65372,5.327765
7.676873,3.6766324,6.873135,4.8683667,6.3188176,5.2700725,4.638104,3.0522346
4.735243,2.7079468,7.028433,5.462701,7.138135,5.802152,10.266108,2.8629155
6.253398,3.0844998,6.10307,5.035526,4.6521153,5.502059,9.308742,5.53263
4.624566,4.838645,8.023889,5.0243683,6.1871,3.9695616,6.104725,5.803583
4.4098845,5.1477866,5.9343314,6.505943,7.179542,4.4545693,5.1908975,5.759882
7.8922734,3.189029,3.309373,4.796528,6.606721,5.5846133,6.628035,5.320865
3.4670382,6.0841703,7.6289573,6.8799453,5.2592835,4.0600357,6.2279954,4.527502
7.4766564,3.8233738,4.335541,4.661577,4.524764,5.2513075,10.269743,1.6413289
4.7367926,4.7789707,5.3405223,6.966878,5.427207,4.1701674,4.5575495,3.0599
5.214842,5.0764837,5.814418,6.366362,4.0810695,4.8250175,6.3020787,5.749679
5.208132,5.046023,5.8187556,6.3495746,4.2092924,4.90891,6.341162,5.640723
6.3829474,3.1857255,6.126871,5.0022426,5.057647,5.507701,8.850665,5.154267
1.9994348,4.7914495,8.01319,6.353931,5.070767,3.837567,6.0003004,2.809064
6.561836,4.0472364,5.0397725,4.977873,8.9756,7.6745443,6.999664,6.3841677
4.6434774,4.810535,8.005361,5.001621,6.195138,3.973508,6.1338925,5.8620844
2.101143,4.7354875,7.97914,6.343526,5.034254,3.9205372,5.7997904,2.792289
6.339681,6.1278515,6.9569435,6.626703,5.541523,5.2708793,6.341334,2.805966
4.645137,2.5644672,7.02341,5.3615656,7.108484,5.6457005,10.099399,2.9037797
4.8579574,2.7265103,7.0907183,5.636598,7.1947074,5.8249407,10.335422,2.7943747
5.1807165,5.038632,5.796667,6.3677015,4.049303,4.8700066,6.315015,5.670001
4.3931804,5.271458,6.0281844,6.552001,7.0216146,4.441534,5.207992,6.068339
5.3771954,5.772669,8.015666,7.448099,5.4745946,8.063429,6.4081836,2.6333923
7.84587,3.1590133,3.3209128,4.8110857,6.563309,5.5696635,6.6511497,5.3367577
6.1729846,3.174195,6.1317925,4.9996023,4.8849263,5.397098,9.270571,5.54473
4.409044,3.8957803,4.701369,5.720216,6.1378403,5.354211,7.280024,5.2404666
4.4448586,3.8398592,4.6618214,5.7546787,6.1114078,5.39029,7.302147,5.2065463
4.515846,3.8936603,4.7354918,5.6783633,6.051928,5.419288,7.2862697,5.1738243
2.0213122,4.8023806,8.102941,6.3928823,5.117515,3.8920317,5.8897905,2.8665485
6.354317,6.151359,6.9364114,6.566022,5.4920697,5.218663,6.2763,2.7746906
6.023022,3.1616907,5.966875,5.0370464,5.032283,5.4485617,9.1467,5.456826
4.7933793,2.7641394,7.0382333,5.609562,7.1163697,5.8503637,10.211024,2.8249507
7.863975,3.144983,3.287364,4.816692,6.565319,5.577789,6.651392,5.328848
5.5000215,5.6630697,8.022309,7.4896183,5.439594,8.048853,6.3371854,2.5691924
7.8838496,3.1498115,3.3592768,4.764646,6.628536,5.508365,6.63487,5.4060373
7.508849,3.8239841,4.326141,4.675791,4.5120134,5.2495384,10.254386,1.678872
6.205208,3.1287107,6.1134205,5.0318236,4.848837,5.394717,9.296423,5.494905
5.37075,5.7430925,7.8213654,7.352949,5.4307795,8.047856,6.5588484,2.6398335
4.5460486,5.2585516,6.1281433,6.5159526,7.103885,4.413451,5.147576,5.9151425
6.390493,6.11477,6.9301357,6.589589,5.5233545,5.2591014,6.322794,2.8173187
7.495564,3.8494487,4.3183727,4.631892,4.5208063,5.272552,10.259717,1.6487465
6.220877,3.3908641,6.2341485,4.9808135,4.765435,5.3849,9.195207,5.5031357
7.7154646,3.6915917,6.7641883,4.9427824,6.290114,5.2486987,4.5981684,3.0459747
1.9808574,4.803272,8.123548,6.3573637,5.140873,3.960799,5.9783087,2.8663967
5.221213,5.0815516,5.8488708,6.3627305,4.063784,4.8938255,6.3270817,5.750382
4.7158175,3.974973,7.3467793,3.6561472,4.5360203,5.818987,9.716005,7.8236856
6.075627,3.1146193,5.9909406,4.9611917,4.749283,5.432388,9.141397,5.3251133
4.6742077,4.9152584,5.3256154,6.8726993,5.4384837,4.2029634,4.613294,3.089973
4.63971,4.8685083,8.007654,4.998585,6.181321,3.984539,6.117716,5.8556905
3.5180812,6.1039186,7.675158,6.9306207,5.240705,4.0684476,6.2374096,4.543572
2.0075736,4.8343577,8.044937,6.337902,5.1432214,3.9124682,5.9116235,2.791246
2.031144,4.7905216,8.108804,6.4029803,5.1163573,3.896435,5.8948226,2.8590474
6.8800755,4.051212,4.975278,5.0549717,8.868013,7.5175962,6.848274,6.1773868
5.4073315,5.6954155,8.085067,7.474215,5.4577003,8.145688,6.3753896,2.597283
4.8084335,2.5897238,6.931571,5.285785,7.0495224,5.891434,10.281281,2.9763691
7.92888,3.1427267,3.345637,4.8743787,6.5637693,5.600758,6.674145,5.338984
7.860896,3.137684,3.27568,4.825897,6.5880213,5.573862,6.652358,5.3287644
2.0156045,4.787949,8.108896,6.3948817,5.1163573,3.896435,5.8948226,2.8590474
7.8090024,3.1528363,3.308139,4.7749877,6.5698643,5.5445156,6.648746,5.295445
5.339584,5.63846,8.165855,7.397586,5.6103854,8.100855,6.444221,2.6358547
2.1245954,4.8556046,7.990732,6.321362,5.261601,3.8711722,5.8542624,2.8535337
4.420195,3.8792193,4.7194104,5.668859,6.14248,5.310927,7.2237434,5.225759
7.696496,3.6848822,6.872325,4.9066195,6.3247995,5.287378,4.5984116,3.011516
4.342187,3.8876579,4.788129,5.722578,6.1674433,5.360029,7.3402815,5.237694
6.2005253,3.2087545,6.126944,4.9685736,4.8036985,5.399947,9.2411375,5.471884
3.4389691,6.0898333,7.692689,6.8603334,5.285825,4.047396,6.195304,4.4928303
3.4618793,6.0842485,7.4888206,6.8978515,5.301164,4.031167,6.305998,4.588716
4.7291255,3.913357,7.2704144,3.5617604,4.5687785,5.7232194,9.688704,7.7286315
6.37848,6.091115,6.937486,6.6256313,5.4970126,5.263334,6.335759,2.7983706
4.473024,3.8895068,4.7173123,5.7282076,6.117299,5.40338,7.323687,5.2143874
4.637252,4.841298,8.026171,5.0099864,6.1319566,3.940975,6.056252,5.843013
2.068441,4.807866,8.0559845,6.3510437,5.1154594,3.945961,5.8556027,2.8807662
6.371757,6.1347647,6.9609523,6.62505,5.5053835,5.2585745,6.3262186,2.814808
3.400588,6.360693,7.7217984,6.927162,5.215687,4.177077,6.3057127,4.5911546
6.372388,6.0975637,6.938882,6.606242,5.5780597,5.2214503,6.303138,2.7860203
